pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,pv_bus_vn_kv,existing_load_at_bus_kw,transformer_association,feeder_section,transformer_sn_kva,base_voltage_pu,feeder_distance_km,upstream_r_ohm,upstream_x_ohm,upstream_z_ohm,pv_penetration_ratio,pv_to_transformer_ratio,new_pv_to_transformer_ratio,load_to_transformer_ratio,label
7391,0.0,8.9,8.9,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,8.9,0.059333333333333335,0.059333333333333335,0.0,SAFE
6321,9.5,8.4,17.9,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,17.9,0.11933333333333332,0.056,0.0,SAFE
622,4.4,17.3,21.700000000000003,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,21.700000000000003,0.07233333333333335,0.05766666666666667,0.0,SAFE
620,0.0,18.9,18.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,18.9,0.063,0.063,0.0,SAFE
6251,4.8,17.2,22.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,22.0,0.07333333333333333,0.05733333333333333,0.0,SAFE
7692,5.4,16.2,21.6,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,21.6,0.14400000000000002,0.108,0.0,SAFE
762,0.0,9.3,9.3,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.2066666666666667,0.062000000000000006,0.062000000000000006,0.3,SAFE
6221,7.5,13.7,21.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,21.2,0.07066666666666667,0.04566666666666666,0.0,SAFE
7391,5.8,18.5,24.3,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,24.3,0.162,0.12333333333333334,0.0,SAFE
6252,1.8,12.2,14.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,14.0,0.04666666666666667,0.04066666666666666,0.0,SAFE
6322,0.0,3.6,3.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,3.6,0.024,0.024,0.0,SAFE
626,0.0,5.9,5.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,5.9,0.01966666666666667,0.01966666666666667,0.0,SAFE
7122,4.4,7.2,11.600000000000001,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,11.600000000000001,0.03866666666666667,0.024,0.0,SAFE
6321,0.0,5.8,5.8,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,5.8,0.03866666666666667,0.03866666666666667,0.0,SAFE
622,0.0,15.2,15.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,15.2,0.050666666666666665,0.050666666666666665,0.0,SAFE
6222,0.0,5.3,5.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,5.3,0.017666666666666667,0.017666666666666667,0.0,SAFE
625,2.8,15.3,18.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,18.1,0.060333333333333336,0.051000000000000004,0.0,SAFE
622,0.0,12.8,12.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,12.8,0.04266666666666667,0.04266666666666667,0.0,SAFE
7392,0.0,13.7,13.7,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,13.7,0.09133333333333332,0.09133333333333332,0.0,SAFE
739,0.0,9.8,9.8,0.24,41.1,T6,Main_735-750,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,0.23844282238442824,0.06533333333333334,0.06533333333333334,0.274,SAFE
6241,0.0,4.2,4.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,4.2,0.014,0.014,0.0,SAFE
716,0.0,15.8,15.8,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.9968454258675079,0.05266666666666667,0.05266666666666667,0.05283333333333333,SAFE
6201,0.0,3.1,3.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,3.1,0.010333333333333333,0.010333333333333333,0.0,SAFE
6201,4.4,11.9,16.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,16.3,0.05433333333333334,0.03966666666666667,0.0,SAFE
733,6.6,2.4,9.0,0.24,0.0,-,Main_720-734,5000.0,0.91348,17.0383,11.6797,8.589,14.4978,9.0,0.0018,0.00047999999999999996,0.0,SAFE
715,0.0,14.2,14.2,0.208,0.0,-,Branch_701-708,5000.0,0.99083,0.9144,0.4676,0.2627,0.5363,14.2,0.0028399999999999996,0.0028399999999999996,0.0,SAFE
720,0.0,16.1,16.1,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.24393939393939396,0.05366666666666667,0.05366666666666667,0.22,SAFE
625,0.0,7.6,7.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,7.6,0.025333333333333333,0.025333333333333333,0.0,SAFE
6241,0.0,2.3,2.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,2.3,0.007666666666666666,0.007666666666666666,0.0,SAFE
621,1.9,17.1,19.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,19.0,0.06333333333333334,0.057,0.0,SAFE
6232,7.4,13.1,20.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,20.5,0.06833333333333333,0.043666666666666666,0.0,SAFE
6331,0.0,4.3,4.3,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,4.3,0.028666666666666667,0.028666666666666667,0.0,SAFE
762,8.0,12.7,20.7,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.45999999999999996,0.13799999999999998,0.08466666666666667,0.3,SAFE
7391,3.4,9.3,12.700000000000001,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,12.700000000000001,0.08466666666666667,0.062000000000000006,0.0,SAFE
751,0.0,16.8,16.8,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,16.8,0.0112,0.0112,0.0,SAFE
7121,0.0,5.6,5.6,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,5.6,0.018666666666666665,0.018666666666666665,0.0,SAFE
6242,0.0,7.4,7.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,7.4,0.024666666666666667,0.024666666666666667,0.0,SAFE
6211,0.0,4.5,4.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,4.5,0.015,0.015,0.0,SAFE
759,7.3,7.5,14.8,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.4228571428571429,0.09866666666666667,0.05,0.23333333333333334,SAFE
764,0.0,11.6,11.6,0.24,46.0,T14,Branch_752-765,150.0,0.9365,42.617,29.4074,21.7473,36.5751,0.25217391304347825,0.07733333333333334,0.07733333333333334,0.30666666666666664,SAFE
732,5.4,2.6,8.0,0.24,25.4,T4,Main_720-734,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,0.31496062992125984,0.05333333333333334,0.017333333333333333,0.16933333333333334,SAFE
748,0.0,14.1,14.1,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.18340270551508844,0.094,0.094,0.5125333333333333,SAFE
7481,0.0,9.5,9.5,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,9.5,0.06333333333333334,0.06333333333333334,0.0,SAFE
770,3.8,5.2,9.0,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.02,0.006,0.003466666666666667,0.3,SAFE
6241,0.0,10.0,10.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,10.0,0.03333333333333333,0.03333333333333333,0.0,SAFE
6322,0.0,19.9,19.9,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,19.9,0.13266666666666665,0.13266666666666665,0.0,SAFE
6231,0.0,14.4,14.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,14.4,0.048,0.048,0.0,SAFE
756,3.8,5.4,9.2,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.059354838709677414,0.030666666666666665,0.018000000000000002,0.5166666666666667,SAFE
7691,2.7,19.1,21.8,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,21.8,0.14533333333333334,0.12733333333333335,0.0,SAFE
7393,0.0,6.3,6.3,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,6.3,0.041999999999999996,0.041999999999999996,0.0,SAFE
7643,8.5,12.3,20.8,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,20.8,0.13866666666666666,0.082,0.0,SAFE
770,0.0,5.3,5.3,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.011777777777777778,0.003533333333333333,0.003533333333333333,0.3,SAFE
621,0.0,14.5,14.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,14.5,0.04833333333333333,0.04833333333333333,0.0,SAFE
625,0.0,19.5,19.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,19.5,0.065,0.065,0.0,SAFE
721,1.9,13.1,15.0,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,15.0,0.003,0.00262,0.0,SAFE
621,0.0,11.9,11.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,11.9,0.03966666666666667,0.03966666666666667,0.0,SAFE
6332,3.3,7.5,10.8,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,10.8,0.07200000000000001,0.05,0.0,SAFE
7393,0.0,3.2,3.2,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,3.2,0.021333333333333336,0.021333333333333336,0.0,SAFE
7481,0.0,2.4,2.4,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,2.4,0.016,0.016,0.0,SAFE
626,9.5,3.9,13.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,13.4,0.04466666666666667,0.013,0.0,SAFE
710,0.0,19.9,19.9,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.24874999999999997,0.06633333333333333,0.06633333333333333,0.26666666666666666,SAFE
6321,3.0,12.5,15.5,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,15.5,0.10333333333333333,0.08333333333333333,0.0,SAFE
7642,3.7,8.2,11.899999999999999,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,11.899999999999999,0.07933333333333333,0.05466666666666666,0.0,SAFE
6322,0.0,6.8,6.8,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,6.8,0.04533333333333333,0.04533333333333333,0.0,SAFE
714,0.0,19.0,19.0,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.07916666666666666,0.6333333333333333,0.6333333333333333,8.0,SAFE
739,0.0,6.0,6.0,0.24,41.1,T6,Main_735-750,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,0.145985401459854,0.04,0.04,0.274,SAFE
748,0.0,4.3,4.3,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.05593132154006244,0.028666666666666667,0.028666666666666667,0.5125333333333333,SAFE
620,5.2,8.8,14.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,14.0,0.04666666666666667,0.029333333333333336,0.0,SAFE
624,7.3,5.4,12.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,12.7,0.042333333333333334,0.018000000000000002,0.0,SAFE
7122,0.0,2.4,2.4,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,2.4,0.008,0.008,0.0,SAFE
759,0.0,16.0,16.0,0.24,35.0,T12,Branch_752-765,150.0,0.93737,40.2701,27.7136,20.528,34.4883,0.45714285714285713,0.10666666666666667,0.10666666666666667,0.23333333333333334,SAFE
733,0.0,9.1,9.1,0.24,0.0,-,Main_720-734,5000.0,0.91348,17.0383,11.6797,8.589,14.4978,9.1,0.00182,0.00182,0.0,SAFE
724,1.6,18.3,19.900000000000002,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,19.900000000000002,0.00398,0.00366,0.0,SAFE
726,0.0,16.1,16.1,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,16.1,0.00322,0.00322,0.0,SAFE
769,0.0,9.3,9.3,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.22682926829268293,0.062000000000000006,0.062000000000000006,0.2733333333333333,SAFE
772,5.5,14.3,19.8,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.198,0.066,0.04766666666666667,0.3333333333333333,SAFE
7482,0.0,9.3,9.3,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,9.3,0.062000000000000006,0.062000000000000006,0.0,SAFE
6331,0.0,15.0,15.0,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,15.0,0.1,0.1,0.0,SAFE
623,8.5,2.7,11.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,11.2,0.03733333333333333,0.009000000000000001,0.0,SAFE
622,3.4,20.0,23.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,23.4,0.078,0.06666666666666667,0.0,SAFE
625,0.0,15.5,15.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,15.5,0.051666666666666666,0.051666666666666666,0.0,SAFE
7642,2.6,13.4,16.0,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,16.0,0.10666666666666667,0.08933333333333333,0.0,SAFE
6331,0.0,13.1,13.1,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,13.1,0.08733333333333333,0.08733333333333333,0.0,SAFE
712,0.0,9.9,9.9,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.1523076923076923,0.033,0.033,0.21666666666666667,SAFE
6211,4.0,13.7,17.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,17.7,0.059,0.04566666666666666,0.0,SAFE
7482,8.3,6.5,14.8,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,14.8,0.09866666666666667,0.043333333333333335,0.0,SAFE
7693,0.0,1.7,1.7,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,1.7,0.011333333333333332,0.011333333333333332,0.0,SAFE
756,4.6,7.1,11.7,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.07548387096774194,0.039,0.023666666666666666,0.5166666666666667,SAFE
7641,0.0,16.7,16.7,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,16.7,0.11133333333333333,0.11133333333333333,0.0,SAFE
7692,0.0,9.8,9.8,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,9.8,0.06533333333333334,0.06533333333333334,0.0,SAFE
7642,6.6,7.9,14.5,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,14.5,0.09666666666666666,0.05266666666666667,0.0,SAFE
626,0.0,4.9,4.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,4.9,0.016333333333333335,0.016333333333333335,0.0,SAFE
769,2.1,9.3,11.4,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.2780487804878049,0.076,0.062000000000000006,0.2733333333333333,SAFE
748,0.0,14.5,14.5,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.18860561914672216,0.09666666666666666,0.09666666666666666,0.5125333333333333,SAFE
621,0.0,11.5,11.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,11.5,0.03833333333333333,0.03833333333333333,0.0,SAFE
716,0.0,9.8,9.8,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.6182965299684543,0.03266666666666667,0.03266666666666667,0.05283333333333333,SAFE
724,5.6,10.5,16.1,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,16.1,0.00322,0.0021,0.0,SAFE
762,0.0,8.9,8.9,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.19777777777777777,0.059333333333333335,0.059333333333333335,0.3,SAFE
6251,0.0,4.6,4.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,4.6,0.015333333333333332,0.015333333333333332,0.0,SAFE
722,0.0,17.4,17.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,17.4,0.0034799999999999996,0.0034799999999999996,0.0,SAFE
6321,3.4,7.5,10.9,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,10.9,0.07266666666666667,0.05,0.0,SAFE
620,0.0,6.4,6.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,6.4,0.021333333333333336,0.021333333333333336,0.0,SAFE
7481,0.0,17.4,17.4,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,17.4,0.11599999999999999,0.11599999999999999,0.0,SAFE
7393,0.0,7.6,7.6,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,7.6,0.050666666666666665,0.050666666666666665,0.0,SAFE
7692,8.8,8.2,17.0,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,17.0,0.11333333333333333,0.05466666666666666,0.0,SAFE
748,0.0,11.9,11.9,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.15478668054110303,0.07933333333333334,0.07933333333333334,0.5125333333333333,SAFE
6262,7.3,1.8,9.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,9.1,0.030333333333333334,0.006,0.0,SAFE
6242,8.4,8.3,16.700000000000003,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,16.700000000000003,0.05566666666666668,0.02766666666666667,0.0,SAFE
724,0.0,10.4,10.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,10.4,0.0020800000000000003,0.0020800000000000003,0.0,SAFE
7483,0.0,19.3,19.3,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,19.3,0.12866666666666668,0.12866666666666668,0.0,SAFE
714,0.0,17.6,17.6,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.07333333333333333,0.5866666666666667,0.5866666666666667,8.0,SAFE
7643,0.0,18.3,18.3,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,18.3,0.12200000000000001,0.12200000000000001,0.0,SAFE
723,0.0,8.8,8.8,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,8.8,0.00176,0.00176,0.0,SAFE
724,3.4,2.4,5.8,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,5.8,0.00116,0.00047999999999999996,0.0,SAFE
6252,8.7,13.3,22.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,22.0,0.07333333333333333,0.044333333333333336,0.0,SAFE
7691,0.0,8.2,8.2,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,8.2,0.05466666666666666,0.05466666666666666,0.0,SAFE
7481,0.0,17.6,17.6,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,17.6,0.11733333333333335,0.11733333333333335,0.0,SAFE
633,3.6,5.5,9.1,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,9.1,0.06066666666666667,0.03666666666666667,0.0,SAFE
743,0.0,15.2,15.2,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.06333333333333332,0.050666666666666665,0.050666666666666665,0.8,SAFE
714,1.9,15.4,17.3,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.07208333333333333,0.5766666666666667,0.5133333333333333,8.0,SAFE
726,1.4,14.2,15.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,15.6,0.00312,0.0028399999999999996,0.0,SAFE
632,0.0,6.6,6.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,6.6,0.044,0.044,0.0,SAFE
723,0.0,5.6,5.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,5.6,0.00112,0.00112,0.0,SAFE
730,0.0,4.2,4.2,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.049411764705882356,0.014,0.014,0.2833333333333333,SAFE
6242,0.0,12.8,12.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,12.8,0.04266666666666667,0.04266666666666667,0.0,SAFE
723,0.0,5.4,5.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,5.4,0.00108,0.00108,0.0,SAFE
7122,0.0,5.9,5.9,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,5.9,0.01966666666666667,0.01966666666666667,0.0,SAFE
7391,2.4,18.1,20.5,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,20.5,0.13666666666666666,0.12066666666666667,0.0,SAFE
6332,3.7,19.0,22.7,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,22.7,0.15133333333333332,0.12666666666666668,0.0,SAFE
6322,0.0,14.1,14.1,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,14.1,0.094,0.094,0.0,SAFE
772,0.0,4.8,4.8,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.048,0.016,0.016,0.3333333333333333,SAFE
7393,0.0,3.0,3.0,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,3.0,0.02,0.02,0.0,SAFE
6231,3.7,11.9,15.600000000000001,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,15.600000000000001,0.052000000000000005,0.03966666666666667,0.0,SAFE
6252,0.0,6.2,6.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,6.2,0.020666666666666667,0.020666666666666667,0.0,SAFE
626,8.5,18.3,26.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,26.8,0.08933333333333333,0.061000000000000006,0.0,SAFE
769,0.0,15.7,15.7,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.3829268292682927,0.10466666666666666,0.10466666666666666,0.2733333333333333,SAFE
6231,0.0,5.2,5.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,5.2,0.017333333333333333,0.017333333333333333,0.0,SAFE
756,6.9,13.9,20.8,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.13419354838709677,0.06933333333333333,0.04633333333333334,0.5166666666666667,SAFE
722,6.8,12.9,19.7,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,19.7,0.00394,0.0025800000000000003,0.0,SAFE
6201,0.0,16.0,16.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,16.0,0.05333333333333334,0.05333333333333334,0.0,SAFE
6232,0.0,14.9,14.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,14.9,0.049666666666666665,0.049666666666666665,0.0,SAFE
770,0.0,7.2,7.2,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.016,0.0048000000000000004,0.0048000000000000004,0.3,SAFE
733,0.0,3.5,3.5,0.24,0.0,-,Main_720-734,5000.0,0.91348,17.0383,11.6797,8.589,14.4978,3.5,0.0007,0.0007,0.0,SAFE
6232,8.5,11.1,19.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,19.6,0.06533333333333334,0.037,0.0,SAFE
