pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,label
724,0.24,0,136,136,0.0,136.0,-,Main_720-734,CAUTION
623,0.24,0,140,140,0.0,140.0,T2,LV_secondary_T2_T4,CONSTRAINED
6332,0.24,0,208,208,0.0,208.0,T4,LV_secondary_T2_T4,CONSTRAINED
751,0.48,0,103,103,0.0,103.0,T9,other,SAFE
7392,0.24,15,102,117,0.0,117.0,T6,LV_secondary_T2_T4,CAUTION
7641,0.24,10,30,40,0.0,40.0,T14,LV_secondary_T2_T4,SAFE
6202,0.24,0,162,162,0.0,162.0,T2,LV_secondary_T2_T4,CAUTION
720,0.24,0,200,200,66.0,3.0303030303030303,T2,Main_720-734,CAUTION
624,0.24,0,5,5,0.0,5.0,T2,LV_secondary_T2_T4,SAFE
625,0.24,0,184,184,0.0,184.0,T2,LV_secondary_T2_T4,CONSTRAINED
733,0.24,9,176,185,0.0,185.0,-,Main_720-734,CONSTRAINED
725,0.24,0,110,110,0.0,110.0,-,Main_720-734,CONSTRAINED
633,0.24,0,85,85,0.0,85.0,T4,LV_secondary_T2_T4,CAUTION
730,0.24,0,147,147,85.0,1.7294117647058824,T23,Main_720-734,CAUTION
6332,0.24,0,129,129,0.0,129.0,T4,LV_secondary_T2_T4,CONSTRAINED
6321,0.24,0,231,231,0.0,231.0,T4,LV_secondary_T2_T4,CONSTRAINED
770,0.24,0,249,249,450.0,0.5533333333333333,T15,Delta_766-772,CAUTION
7391,0.24,0,241,241,0.0,241.0,T6,LV_secondary_T2_T4,CONSTRAINED
7691,0.24,0,202,202,0.0,202.0,T22,LV_secondary_T2_T4,CONSTRAINED
6241,0.24,0,196,196,0.0,196.0,T2,LV_secondary_T2_T4,CONSTRAINED
748,0.24,0,33,33,76.88,0.4292403746097815,T8,Main_735-750,SAFE
748,0.24,0,118,118,76.88,1.534859521331946,T8,Main_735-750,CAUTION
710,0.208,0,71,71,80.0,0.8875,T17,Branch_701-708,SAFE
6241,0.24,11,249,260,0.0,260.0,T2,LV_secondary_T2_T4,CONSTRAINED
6252,0.24,0,114,114,0.0,114.0,T2,LV_secondary_T2_T4,CONSTRAINED
6212,0.24,0,241,241,0.0,241.0,T2,LV_secondary_T2_T4,CONSTRAINED
759,0.24,14,122,136,35.0,3.8857142857142857,T12,Branch_752-765,CAUTION
739,0.24,0,201,201,41.1,4.890510948905109,T6,Main_735-750,CONSTRAINED
7121,0.24,0,66,66,0.0,66.0,T18,LV_secondary_T2_T4,SAFE
6221,0.24,0,181,181,0.0,181.0,T2,LV_secondary_T2_T4,CONSTRAINED
6262,0.24,0,40,40,0.0,40.0,T2,LV_secondary_T2_T4,CAUTION
722,0.24,0,105,105,0.0,105.0,-,Main_720-734,CONSTRAINED
720,0.24,0,68,68,66.0,1.0303030303030303,T2,Main_720-734,SAFE
6201,0.24,15,125,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION
7692,0.24,6,129,135,0.0,135.0,T22,LV_secondary_T2_T4,CAUTION
733,0.24,0,50,50,0.0,50.0,-,Main_720-734,CAUTION
7393,0.24,0,212,212,0.0,212.0,T6,LV_secondary_T2_T4,CONSTRAINED
7691,0.24,0,148,148,0.0,148.0,T22,LV_secondary_T2_T4,CAUTION
720,0.24,15,40,55,66.0,0.8333333333333334,T2,Main_720-734,SAFE
772,0.208,0,151,151,100.0,1.51,T19,Delta_766-772,CAUTION
7392,0.24,0,241,241,0.0,241.0,T6,LV_secondary_T2_T4,CONSTRAINED
762,0.48,0,74,74,45.0,1.6444444444444444,T13,Branch_752-765,CAUTION
622,0.24,0,165,165,0.0,165.0,T2,LV_secondary_T2_T4,CONSTRAINED
6201,0.24,0,146,146,0.0,146.0,T2,LV_secondary_T2_T4,CAUTION
743,0.24,0,190,190,240.0,0.7916666666666666,T7,Main_735-750,SAFE
621,0.24,0,38,38,0.0,38.0,T2,LV_secondary_T2_T4,SAFE
6202,0.24,0,249,249,0.0,249.0,T2,LV_secondary_T2_T4,CAUTION
6322,0.24,0,163,163,0.0,163.0,T4,LV_secondary_T2_T4,CAUTION
7122,0.24,0,196,196,0.0,196.0,T18,LV_secondary_T2_T4,CAUTION
6331,0.24,5,32,37,0.0,37.0,T4,LV_secondary_T2_T4,CAUTION
721,0.24,0,129,129,0.0,129.0,-,Main_720-734,CAUTION
728,0.24,0,182,182,38.0,4.7894736842105265,T3,Main_720-734,CONSTRAINED
6242,0.24,0,246,246,0.0,246.0,T2,LV_secondary_T2_T4,CONSTRAINED
723,0.24,0,92,92,0.0,92.0,-,Main_720-734,CONSTRAINED
759,0.24,0,241,241,35.0,6.885714285714286,T12,Branch_752-765,CONSTRAINED
6261,0.24,8,208,216,0.0,216.0,T2,LV_secondary_T2_T4,CONSTRAINED
715,0.208,13,190,203,0.0,203.0,-,Branch_701-708,SAFE
6211,0.24,0,138,138,0.0,138.0,T2,LV_secondary_T2_T4,CAUTION
722,0.24,0,161,161,0.0,161.0,-,Main_720-734,CONSTRAINED
721,0.24,0,126,126,0.0,126.0,-,Main_720-734,CAUTION
728,0.24,7,97,104,38.0,2.736842105263158,T3,Main_720-734,CAUTION
712,0.24,0,35,35,65.0,0.5384615384615384,T18,Branch_701-708,SAFE
751,0.48,10,157,167,0.0,167.0,T9,other,SAFE
769,0.24,12,153,165,41.0,4.024390243902439,T22,Delta_766-772,CAUTION
751,0.48,15,149,164,0.0,164.0,T9,other,SAFE
6331,0.24,0,110,110,0.0,110.0,T4,LV_secondary_T2_T4,CONSTRAINED
7121,0.24,0,173,173,0.0,173.0,T18,LV_secondary_T2_T4,CAUTION
6332,0.24,0,77,77,0.0,77.0,T4,LV_secondary_T2_T4,CAUTION
769,0.24,0,226,226,41.0,5.512195121951219,T22,Delta_766-772,CONSTRAINED
6321,0.24,14,200,214,0.0,214.0,T4,LV_secondary_T2_T4,CONSTRAINED
769,0.24,6,160,166,41.0,4.048780487804878,T22,Delta_766-772,CAUTION
720,0.24,9,182,191,66.0,2.893939393939394,T2,Main_720-734,CAUTION
726,0.24,0,45,45,0.0,45.0,-,Main_720-734,CAUTION
759,0.24,4,92,96,35.0,2.742857142857143,T12,Branch_752-765,CAUTION
6322,0.24,0,40,40,0.0,40.0,T4,LV_secondary_T2_T4,SAFE
632,0.24,0,194,194,0.0,194.0,T4,LV_secondary_T2_T4,CONSTRAINED
708,0.24,0,225,225,75.0,3.0,T16,Branch_701-708,CAUTION
6331,0.24,5,92,97,0.0,97.0,T4,LV_secondary_T2_T4,CAUTION
769,0.24,0,124,124,41.0,3.024390243902439,T22,Delta_766-772,CAUTION
772,0.208,0,242,242,100.0,2.42,T19,Delta_766-772,CAUTION
620,0.24,0,17,17,0.0,17.0,T2,LV_secondary_T2_T4,SAFE
751,0.48,0,92,92,0.0,92.0,T9,other,SAFE
7481,0.24,0,245,245,0.0,245.0,T8,LV_secondary_T2_T4,CONSTRAINED
6221,0.24,12,156,168,0.0,168.0,T2,LV_secondary_T2_T4,CONSTRAINED
7692,0.24,4,242,246,0.0,246.0,T22,LV_secondary_T2_T4,CONSTRAINED
625,0.24,0,158,158,0.0,158.0,T2,LV_secondary_T2_T4,CONSTRAINED
6242,0.24,0,188,188,0.0,188.0,T2,LV_secondary_T2_T4,CONSTRAINED
6232,0.24,15,225,240,0.0,240.0,T2,LV_secondary_T2_T4,CONSTRAINED
720,0.24,7,134,141,66.0,2.1363636363636362,T2,Main_720-734,CAUTION
722,0.24,14,190,204,0.0,204.0,-,Main_720-734,CONSTRAINED
6251,0.24,9,142,151,0.0,151.0,T2,LV_secondary_T2_T4,CONSTRAINED
7393,0.24,0,9,9,0.0,9.0,T6,LV_secondary_T2_T4,SAFE
759,0.24,0,54,54,35.0,1.542857142857143,T12,Branch_752-765,CAUTION
7693,0.24,9,157,166,0.0,166.0,T22,LV_secondary_T2_T4,CAUTION
743,0.24,10,207,217,240.0,0.9041666666666667,T7,Main_735-750,SAFE
748,0.24,0,105,105,76.88,1.3657648283038502,T8,Main_735-750,CAUTION
7393,0.24,0,102,102,0.0,102.0,T6,LV_secondary_T2_T4,CAUTION
6232,0.24,0,248,248,0.0,248.0,T2,LV_secondary_T2_T4,CONSTRAINED
728,0.24,15,23,38,38.0,1.0,T3,Main_720-734,SAFE
722,0.24,0,79,79,0.0,79.0,-,Main_720-734,CONSTRAINED
6231,0.24,0,161,161,0.0,161.0,T2,LV_secondary_T2_T4,CONSTRAINED
725,0.24,11,185,196,0.0,196.0,-,Main_720-734,CONSTRAINED
764,0.24,0,90,90,46.0,1.9565217391304348,T14,Branch_752-765,CAUTION
759,0.24,0,73,73,35.0,2.085714285714286,T12,Branch_752-765,CAUTION
626,0.24,0,113,113,0.0,113.0,T2,LV_secondary_T2_T4,CONSTRAINED
7642,0.24,0,7,7,0.0,7.0,T14,LV_secondary_T2_T4,SAFE
734,0.24,0,207,207,15.85,13.05993690851735,-,Main_720-734,CONSTRAINED
743,0.24,0,42,42,240.0,0.175,T7,Main_735-750,SAFE
724,0.24,0,164,164,0.0,164.0,-,Main_720-734,CONSTRAINED
7121,0.24,9,91,100,0.0,100.0,T18,LV_secondary_T2_T4,CAUTION
751,0.48,0,185,185,0.0,185.0,T9,other,SAFE
730,0.24,0,206,206,85.0,2.4235294117647057,T23,Main_720-734,CAUTION
751,0.48,0,95,95,0.0,95.0,T9,other,SAFE
6331,0.24,0,38,38,0.0,38.0,T4,LV_secondary_T2_T4,CAUTION
7482,0.24,0,130,130,0.0,130.0,T8,LV_secondary_T2_T4,CAUTION
724,0.24,0,97,97,0.0,97.0,-,Main_720-734,CAUTION
770,0.24,0,217,217,450.0,0.4822222222222222,T15,Delta_766-772,SAFE
769,0.24,0,203,203,41.0,4.951219512195122,T22,Delta_766-772,CONSTRAINED
728,0.24,8,9,17,38.0,0.4473684210526316,T3,Main_720-734,SAFE
6242,0.24,0,119,119,0.0,119.0,T2,LV_secondary_T2_T4,CAUTION
723,0.24,0,5,5,0.0,5.0,-,Main_720-734,SAFE
714,0.208,0,119,119,240.0,0.49583333333333335,T24,Branch_701-708,SAFE
6241,0.24,0,200,200,0.0,200.0,T2,LV_secondary_T2_T4,CONSTRAINED
726,0.24,5,192,197,0.0,197.0,-,Main_720-734,CONSTRAINED
748,0.24,0,9,9,76.88,0.1170655567117586,T8,Main_735-750,SAFE
6262,0.24,0,207,207,0.0,207.0,T2,LV_secondary_T2_T4,CONSTRAINED
6241,0.24,3,146,149,0.0,149.0,T2,LV_secondary_T2_T4,CONSTRAINED
6262,0.24,0,195,195,0.0,195.0,T2,LV_secondary_T2_T4,CONSTRAINED
715,0.208,0,65,65,0.0,65.0,-,Branch_701-708,SAFE
759,0.24,0,59,59,35.0,1.6857142857142857,T12,Branch_752-765,CAUTION
6222,0.24,15,42,57,0.0,57.0,T2,LV_secondary_T2_T4,CAUTION
6321,0.24,0,244,244,0.0,244.0,T4,LV_secondary_T2_T4,CONSTRAINED
6212,0.24,11,102,113,0.0,113.0,T2,LV_secondary_T2_T4,CAUTION
733,0.24,0,223,223,0.0,223.0,-,Main_720-734,CONSTRAINED
6252,0.24,0,174,174,0.0,174.0,T2,LV_secondary_T2_T4,CONSTRAINED
7481,0.24,0,9,9,0.0,9.0,T8,LV_secondary_T2_T4,SAFE
722,0.24,0,235,235,0.0,235.0,-,Main_720-734,CONSTRAINED
625,0.24,0,170,170,0.0,170.0,T2,LV_secondary_T2_T4,CONSTRAINED
708,0.24,0,135,135,75.0,1.8,T16,Branch_701-708,CAUTION
728,0.24,5,31,36,38.0,0.9473684210526315,T3,Main_720-734,SAFE
7393,0.24,0,111,111,0.0,111.0,T6,LV_secondary_T2_T4,CAUTION
6242,0.24,0,142,142,0.0,142.0,T2,LV_secondary_T2_T4,CAUTION
743,0.24,0,220,220,240.0,0.9166666666666666,T7,Main_735-750,SAFE
6322,0.24,11,32,43,0.0,43.0,T4,LV_secondary_T2_T4,SAFE
756,0.208,0,152,152,155.0,0.9806451612903225,T11,Branch_752-765,SAFE
764,0.24,0,101,101,46.0,2.1956521739130435,T14,Branch_752-765,CAUTION
6251,0.24,0,160,160,0.0,160.0,T2,LV_secondary_T2_T4,CONSTRAINED
7643,0.24,0,176,176,0.0,176.0,T14,LV_secondary_T2_T4,CAUTION
748,0.24,0,246,246,76.88,3.199791883454735,T8,Main_735-750,CONSTRAINED
6232,0.24,0,171,171,0.0,171.0,T2,LV_secondary_T2_T4,CONSTRAINED
7393,0.24,0,75,75,0.0,75.0,T6,LV_secondary_T2_T4,CAUTION
6261,0.24,11,14,25,0.0,25.0,T2,LV_secondary_T2_T4,SAFE
6332,0.24,15,179,194,0.0,194.0,T4,LV_secondary_T2_T4,CONSTRAINED
770,0.24,0,159,159,450.0,0.35333333333333333,T15,Delta_766-772,SAFE
7642,0.24,0,179,179,0.0,179.0,T14,LV_secondary_T2_T4,CAUTION
730,0.24,8,172,180,85.0,2.1176470588235294,T23,Main_720-734,CAUTION
6232,0.24,6,159,165,0.0,165.0,T2,LV_secondary_T2_T4,CONSTRAINED
7693,0.24,6,115,121,0.0,121.0,T22,LV_secondary_T2_T4,CAUTION
6332,0.24,0,15,15,0.0,15.0,T4,LV_secondary_T2_T4,SAFE
751,0.48,12,222,234,0.0,234.0,T9,other,SAFE
764,0.24,0,151,151,46.0,3.282608695652174,T14,Branch_752-765,CAUTION
756,0.208,0,44,44,155.0,0.2838709677419355,T11,Branch_752-765,SAFE
762,0.48,0,200,200,45.0,4.444444444444445,T13,Branch_752-765,CONSTRAINED
724,0.24,0,84,84,0.0,84.0,-,Main_720-734,CAUTION
714,0.208,0,197,197,240.0,0.8208333333333333,T24,Branch_701-708,SAFE
6242,0.24,0,19,19,0.0,19.0,T2,LV_secondary_T2_T4,SAFE
7641,0.24,5,226,231,0.0,231.0,T14,LV_secondary_T2_T4,CONSTRAINED
708,0.24,0,235,235,75.0,3.1333333333333333,T16,Branch_701-708,CAUTION
7692,0.24,9,205,214,0.0,214.0,T22,LV_secondary_T2_T4,CONSTRAINED
734,0.24,0,200,200,15.85,12.618296529968454,-,Main_720-734,CONSTRAINED
769,0.24,10,23,33,41.0,0.8048780487804879,T22,Delta_766-772,SAFE
6232,0.24,0,43,43,0.0,43.0,T2,LV_secondary_T2_T4,CAUTION
762,0.48,0,101,101,45.0,2.2444444444444445,T13,Branch_752-765,CAUTION
748,0.24,0,170,170,76.88,2.211238293444329,T8,Main_735-750,CAUTION
7391,0.24,0,93,93,0.0,93.0,T6,LV_secondary_T2_T4,CAUTION
6252,0.24,0,247,247,0.0,247.0,T2,LV_secondary_T2_T4,CONSTRAINED
632,0.24,4,222,226,0.0,226.0,T4,LV_secondary_T2_T4,CONSTRAINED
764,0.24,14,180,194,46.0,4.217391304347826,T14,Branch_752-765,CONSTRAINED
726,0.24,0,165,165,0.0,165.0,-,Main_720-734,CONSTRAINED
715,0.208,0,246,246,0.0,246.0,-,Branch_701-708,SAFE
6242,0.24,0,239,239,0.0,239.0,T2,LV_secondary_T2_T4,CONSTRAINED
6262,0.24,4,37,41,0.0,41.0,T2,LV_secondary_T2_T4,CAUTION
710,0.208,0,68,68,80.0,0.85,T17,Branch_701-708,SAFE
725,0.24,0,244,244,0.0,244.0,-,Main_720-734,CONSTRAINED
732,0.24,0,247,247,25.4,9.724409448818898,T4,Main_720-734,CONSTRAINED
712,0.24,0,62,62,65.0,0.9538461538461539,T18,Branch_701-708,SAFE
7122,0.24,0,56,56,0.0,56.0,T18,LV_secondary_T2_T4,SAFE
7692,0.24,0,203,203,0.0,203.0,T22,LV_secondary_T2_T4,CONSTRAINED
6262,0.24,0,26,26,0.0,26.0,T2,LV_secondary_T2_T4,SAFE
625,0.24,3,85,88,0.0,88.0,T2,LV_secondary_T2_T4,CONSTRAINED
7122,0.24,0,202,202,0.0,202.0,T18,LV_secondary_T2_T4,CAUTION
6242,0.24,0,80,80,0.0,80.0,T2,LV_secondary_T2_T4,CAUTION
7481,0.24,0,192,192,0.0,192.0,T8,LV_secondary_T2_T4,CAUTION
626,0.24,8,62,70,0.0,70.0,T2,LV_secondary_T2_T4,CONSTRAINED
6222,0.24,0,31,31,0.0,31.0,T2,LV_secondary_T2_T4,SAFE
621,0.24,0,28,28,0.0,28.0,T2,LV_secondary_T2_T4,SAFE
7121,0.24,0,80,80,0.0,80.0,T18,LV_secondary_T2_T4,CAUTION
728,0.24,0,137,137,38.0,3.6052631578947367,T3,Main_720-734,CONSTRAINED
6332,0.24,0,102,102,0.0,102.0,T4,LV_secondary_T2_T4,CAUTION
772,0.208,14,186,200,100.0,2.0,T19,Delta_766-772,CAUTION
7642,0.24,7,162,169,0.0,169.0,T14,LV_secondary_T2_T4,CAUTION
6221,0.24,0,84,84,0.0,84.0,T2,LV_secondary_T2_T4,CONSTRAINED
715,0.208,8,77,85,0.0,85.0,-,Branch_701-708,SAFE
7483,0.24,0,179,179,0.0,179.0,T8,LV_secondary_T2_T4,CAUTION
726,0.24,0,189,189,0.0,189.0,-,Main_720-734,CONSTRAINED
6241,0.24,0,86,86,0.0,86.0,T2,LV_secondary_T2_T4,CAUTION
710,0.208,0,118,118,80.0,1.475,T17,Branch_701-708,CAUTION
626,0.24,0,71,71,0.0,71.0,T2,LV_secondary_T2_T4,CONSTRAINED
708,0.24,0,109,109,75.0,1.4533333333333334,T16,Branch_701-708,CAUTION
6251,0.24,15,215,230,0.0,230.0,T2,LV_secondary_T2_T4,CONSTRAINED
728,0.24,3,219,222,38.0,5.842105263157895,T3,Main_720-734,CONSTRAINED
769,0.24,0,137,137,41.0,3.341463414634146,T22,Delta_766-772,CAUTION
6252,0.24,0,152,152,0.0,152.0,T2,LV_secondary_T2_T4,CONSTRAINED
770,0.24,0,82,82,450.0,0.18222222222222223,T15,Delta_766-772,SAFE
7691,0.24,5,123,128,0.0,128.0,T22,LV_secondary_T2_T4,CAUTION
772,0.208,0,12,12,100.0,0.12,T19,Delta_766-772,SAFE
7122,0.24,0,242,242,0.0,242.0,T18,LV_secondary_T2_T4,CAUTION
7122,0.24,0,199,199,0.0,199.0,T18,LV_secondary_T2_T4,CAUTION
6241,0.24,0,42,42,0.0,42.0,T2,LV_secondary_T2_T4,SAFE
764,0.24,0,34,34,46.0,0.7391304347826086,T14,Branch_752-765,SAFE
6251,0.24,0,190,190,0.0,190.0,T2,LV_secondary_T2_T4,CONSTRAINED
6232,0.24,0,198,198,0.0,198.0,T2,LV_secondary_T2_T4,CONSTRAINED
715,0.208,0,233,233,0.0,233.0,-,Branch_701-708,SAFE
7391,0.24,0,213,213,0.0,213.0,T6,LV_secondary_T2_T4,CONSTRAINED
6212,0.24,0,29,29,0.0,29.0,T2,LV_secondary_T2_T4,SAFE
7481,0.24,13,194,207,0.0,207.0,T8,LV_secondary_T2_T4,CAUTION
6222,0.24,0,250,250,0.0,250.0,T2,LV_secondary_T2_T4,CONSTRAINED
6242,0.24,0,248,248,0.0,248.0,T2,LV_secondary_T2_T4,CONSTRAINED
7481,0.24,10,142,152,0.0,152.0,T8,LV_secondary_T2_T4,CAUTION
6211,0.24,6,170,176,0.0,176.0,T2,LV_secondary_T2_T4,CONSTRAINED
708,0.24,0,246,246,75.0,3.28,T16,Branch_701-708,CAUTION
708,0.24,0,101,101,75.0,1.3466666666666667,T16,Branch_701-708,CAUTION
733,0.24,11,56,67,0.0,67.0,-,Main_720-734,CAUTION
770,0.24,0,73,73,450.0,0.1622222222222222,T15,Delta_766-772,SAFE
620,0.24,0,42,42,0.0,42.0,T2,LV_secondary_T2_T4,SAFE
7643,0.24,0,210,210,0.0,210.0,T14,LV_secondary_T2_T4,CONSTRAINED
728,0.24,0,171,171,38.0,4.5,T3,Main_720-734,CONSTRAINED
724,0.24,0,223,223,0.0,223.0,-,Main_720-734,CONSTRAINED
710,0.208,4,115,119,80.0,1.4875,T17,Branch_701-708,CAUTION
7122,0.24,0,188,188,0.0,188.0,T18,LV_secondary_T2_T4,CAUTION
721,0.24,0,167,167,0.0,167.0,-,Main_720-734,CONSTRAINED
728,0.24,13,123,136,38.0,3.5789473684210527,T3,Main_720-734,CONSTRAINED
772,0.208,4,29,33,100.0,0.33,T19,Delta_766-772,SAFE
6212,0.24,0,95,95,0.0,95.0,T2,LV_secondary_T2_T4,CAUTION
7392,0.24,0,126,126,0.0,126.0,T6,LV_secondary_T2_T4,CAUTION
7122,0.24,0,215,215,0.0,215.0,T18,LV_secondary_T2_T4,CAUTION
7121,0.24,0,81,81,0.0,81.0,T18,LV_secondary_T2_T4,CAUTION
710,0.208,0,108,108,80.0,1.35,T17,Branch_701-708,CAUTION
625,0.24,0,124,124,0.0,124.0,T2,LV_secondary_T2_T4,CONSTRAINED
7481,0.24,0,89,89,0.0,89.0,T8,LV_secondary_T2_T4,CAUTION
6331,0.24,0,215,215,0.0,215.0,T4,LV_secondary_T2_T4,CONSTRAINED
7692,0.24,0,102,102,0.0,102.0,T22,LV_secondary_T2_T4,CAUTION
7481,0.24,0,72,72,0.0,72.0,T8,LV_secondary_T2_T4,SAFE
722,0.24,0,20,20,0.0,20.0,-,Main_720-734,SAFE
6331,0.24,0,83,83,0.0,83.0,T4,LV_secondary_T2_T4,CAUTION
772,0.208,0,77,77,100.0,0.77,T19,Delta_766-772,SAFE
633,0.24,0,79,79,0.0,79.0,T4,LV_secondary_T2_T4,CAUTION
6261,0.24,3,173,176,0.0,176.0,T2,LV_secondary_T2_T4,CONSTRAINED
739,0.24,0,121,121,41.1,2.944038929440389,T6,Main_735-750,CAUTION
726,0.24,0,12,12,0.0,12.0,-,Main_720-734,SAFE
723,0.24,0,79,79,0.0,79.0,-,Main_720-734,CONSTRAINED
715,0.208,0,242,242,0.0,242.0,-,Branch_701-708,SAFE
716,0.48,13,229,242,15.85,15.26813880126183,T24(HV),Branch_701-708,CONSTRAINED
7393,0.24,11,244,255,0.0,255.0,T6,LV_secondary_T2_T4,CONSTRAINED
748,0.24,0,38,38,76.88,0.49427679500520294,T8,Main_735-750,SAFE
740,0.24,0,129,129,75.0,1.72,T5,Main_735-750,CAUTION
770,0.24,3,81,84,450.0,0.18666666666666668,T15,Delta_766-772,SAFE
633,0.24,0,103,103,0.0,103.0,T4,LV_secondary_T2_T4,CAUTION
740,0.24,0,215,215,75.0,2.8666666666666667,T5,Main_735-750,CAUTION
770,0.24,0,133,133,450.0,0.29555555555555557,T15,Delta_766-772,SAFE
715,0.208,0,160,160,0.0,160.0,-,Branch_701-708,SAFE
620,0.24,3,64,67,0.0,67.0,T2,LV_secondary_T2_T4,SAFE
7641,0.24,0,186,186,0.0,186.0,T14,LV_secondary_T2_T4,CAUTION
724,0.24,0,154,154,0.0,154.0,-,Main_720-734,CONSTRAINED
6242,0.24,0,49,49,0.0,49.0,T2,LV_secondary_T2_T4,SAFE
743,0.24,14,152,166,240.0,0.6916666666666667,T7,Main_735-750,SAFE
6242,0.24,0,241,241,0.0,241.0,T2,LV_secondary_T2_T4,CONSTRAINED
6332,0.24,0,24,24,0.0,24.0,T4,LV_secondary_T2_T4,SAFE
728,0.24,0,156,156,38.0,4.105263157894737,T3,Main_720-734,CONSTRAINED
751,0.48,0,153,153,0.0,153.0,T9,other,SAFE
7122,0.24,0,225,225,0.0,225.0,T18,LV_secondary_T2_T4,CAUTION
724,0.24,0,14,14,0.0,14.0,-,Main_720-734,SAFE
762,0.48,4,100,104,45.0,2.311111111111111,T13,Branch_752-765,CAUTION
6321,0.24,0,193,193,0.0,193.0,T4,LV_secondary_T2_T4,CONSTRAINED
710,0.208,0,93,93,80.0,1.1625,T17,Branch_701-708,CAUTION
721,0.24,0,156,156,0.0,156.0,-,Main_720-734,CONSTRAINED
6261,0.24,0,232,232,0.0,232.0,T2,LV_secondary_T2_T4,CONSTRAINED
621,0.24,4,132,136,0.0,136.0,T2,LV_secondary_T2_T4,CAUTION
6212,0.24,0,237,237,0.0,237.0,T2,LV_secondary_T2_T4,CONSTRAINED
751,0.48,0,31,31,0.0,31.0,T9,other,SAFE
6242,0.24,0,236,236,0.0,236.0,T2,LV_secondary_T2_T4,CONSTRAINED
6332,0.24,0,215,215,0.0,215.0,T4,LV_secondary_T2_T4,CONSTRAINED
769,0.24,0,130,130,41.0,3.1707317073170733,T22,Delta_766-772,CAUTION
710,0.208,0,154,154,80.0,1.925,T17,Branch_701-708,CAUTION
732,0.24,0,101,101,25.4,3.9763779527559056,T4,Main_720-734,CAUTION
7481,0.24,3,163,166,0.0,166.0,T8,LV_secondary_T2_T4,CAUTION
632,0.24,0,127,127,0.0,127.0,T4,LV_secondary_T2_T4,CAUTION
730,0.24,0,25,25,85.0,0.29411764705882354,T23,Main_720-734,SAFE
6251,0.24,0,211,211,0.0,211.0,T2,LV_secondary_T2_T4,CONSTRAINED
714,0.208,0,182,182,240.0,0.7583333333333333,T24,Branch_701-708,SAFE
725,0.24,0,249,249,0.0,249.0,-,Main_720-734,CONSTRAINED
734,0.24,0,109,109,15.85,6.8769716088328074,-,Main_720-734,CONSTRAINED
6241,0.24,11,207,218,0.0,218.0,T2,LV_secondary_T2_T4,CONSTRAINED
7121,0.24,0,235,235,0.0,235.0,T18,LV_secondary_T2_T4,CAUTION
740,0.24,13,228,241,75.0,3.2133333333333334,T5,Main_735-750,CONSTRAINED
710,0.208,0,29,29,80.0,0.3625,T17,Branch_701-708,SAFE
6251,0.24,0,203,203,0.0,203.0,T2,LV_secondary_T2_T4,CONSTRAINED
751,0.48,0,132,132,0.0,132.0,T9,other,SAFE
748,0.24,0,129,129,76.88,1.6779396462018732,T8,Main_735-750,CAUTION
7692,0.24,12,211,223,0.0,223.0,T22,LV_secondary_T2_T4,CONSTRAINED
7483,0.24,0,20,20,0.0,20.0,T8,LV_secondary_T2_T4,SAFE
764,0.24,0,78,78,46.0,1.6956521739130435,T14,Branch_752-765,CAUTION
715,0.208,0,177,177,0.0,177.0,-,Branch_701-708,SAFE
6261,0.24,11,88,99,0.0,99.0,T2,LV_secondary_T2_T4,CONSTRAINED
632,0.24,9,134,143,0.0,143.0,T4,LV_secondary_T2_T4,CAUTION
6201,0.24,6,90,96,0.0,96.0,T2,LV_secondary_T2_T4,CAUTION
6321,0.24,12,29,41,0.0,41.0,T4,LV_secondary_T2_T4,SAFE
7481,0.24,15,67,82,0.0,82.0,T8,LV_secondary_T2_T4,SAFE
7691,0.24,0,165,165,0.0,165.0,T22,LV_secondary_T2_T4,CAUTION
748,0.24,7,146,153,76.88,1.990114464099896,T8,Main_735-750,CAUTION
6211,0.24,0,227,227,0.0,227.0,T2,LV_secondary_T2_T4,CONSTRAINED
7121,0.24,0,115,115,0.0,115.0,T18,LV_secondary_T2_T4,CAUTION
633,0.24,11,201,212,0.0,212.0,T4,LV_secondary_T2_T4,CONSTRAINED
740,0.24,0,95,95,75.0,1.2666666666666666,T5,Main_735-750,CAUTION
6212,0.24,11,121,132,0.0,132.0,T2,LV_secondary_T2_T4,CAUTION
7393,0.24,0,156,156,0.0,156.0,T6,LV_secondary_T2_T4,CAUTION
6321,0.24,0,233,233,0.0,233.0,T4,LV_secondary_T2_T4,CONSTRAINED
6231,0.24,0,205,205,0.0,205.0,T2,LV_secondary_T2_T4,CONSTRAINED
732,0.24,11,134,145,25.4,5.708661417322835,T4,Main_720-734,CAUTION
7121,0.24,0,208,208,0.0,208.0,T18,LV_secondary_T2_T4,CAUTION
714,0.208,11,230,241,240.0,1.0041666666666667,T24,Branch_701-708,SAFE
6262,0.24,0,124,124,0.0,124.0,T2,LV_secondary_T2_T4,CONSTRAINED
772,0.208,0,42,42,100.0,0.42,T19,Delta_766-772,SAFE
723,0.24,0,112,112,0.0,112.0,-,Main_720-734,CONSTRAINED
740,0.24,0,48,48,75.0,0.64,T5,Main_735-750,SAFE
