pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,transformer_sn_kva,pv_to_transformer_ratio,new_pv_to_transformer_ratio,load_to_transformer_ratio,base_voltage_pu,feeder_distance_km,upstream_r_ohm,upstream_x_ohm,upstream_z_ohm,label,constraint_type,delta_pv_bus_voltage_pu,pv_max_voltage_pu,pv_max_transformer_loading_pct,reverse_power_flow
622,0.24,0,34,34,0.0,34.0,T2,LV_secondary_T2_T4,300.0,0.11333333333333333,0.11333333333333333,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,SAFE,none,0.02324,1.01781,92.75,0
6222,0.24,12,166,178,0.0,178.0,T2,LV_secondary_T2_T4,300.0,0.5933333333333334,0.5533333333333333,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.10251,1.10542,92.58,1
6252,0.24,0,174,174,0.0,174.0,T2,LV_secondary_T2_T4,300.0,0.58,0.58,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.10861,1.10318,92.58,1
6261,0.24,0,40,40,0.0,40.0,T2,LV_secondary_T2_T4,300.0,0.13333333333333333,0.13333333333333333,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CAUTION,caution,0.03969,1.03425,92.74,0
621,0.24,0,36,36,0.0,36.0,T2,LV_secondary_T2_T4,300.0,0.12,0.12,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.01301,1.00758,92.75,0
620,0.24,0,225,225,0.0,225.0,T2,LV_secondary_T2_T4,300.0,0.75,0.75,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00703,1.00682,92.46,1
6231,0.24,0,225,225,0.0,225.0,T2,LV_secondary_T2_T4,300.0,0.75,0.75,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.19158,1.18615,92.56,1
633,0.24,0,207,207,0.0,207.0,T4,LV_secondary_T2_T4,150.0,1.38,1.38,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.09225,1.00715,109.67,1
715,0.208,0,242,242,0.0,242.0,-,Branch_701-708,5000.0,0.0484,0.0484,0.0,0.99083,0.9144,0.4676,0.2627,0.5363,SAFE,none,0.00568,1.00676,92.62,0
6322,0.24,11,32,43,0.0,43.0,T4,LV_secondary_T2_T4,150.0,0.2866666666666667,0.21333333333333335,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,SAFE,none,0.0024,1.0058,92.64,0
723,0.24,11,61,72,0.0,72.0,-,Main_720-734,5000.0,0.0144,0.0122,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.05799,1.06381,92.7,0
6252,0.24,0,80,80,0.0,80.0,T2,LV_secondary_T2_T4,300.0,0.26666666666666666,0.26666666666666666,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage_rise,0.05294,1.04751,92.69,1
732,0.24,0,69,69,25.4,2.716535433070866,T4,Main_720-734,150.0,0.46,0.46,0.16933333333333334,0.92105,16.9926,11.6578,8.5847,14.4776,CAUTION,caution,0.00515,1.00606,92.54,1
7643,0.24,0,91,91,0.0,91.0,T14,LV_secondary_T2_T4,150.0,0.6066666666666667,0.6066666666666667,0.0,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.01153,1.00668,92.43,1
715,0.208,11,222,233,0.0,233.0,-,Branch_701-708,5000.0,0.0466,0.0444,0.0,0.99083,0.9144,0.4676,0.2627,0.5363,SAFE,none,0.00521,1.00671,92.62,0
6222,0.24,0,90,90,0.0,90.0,T2,LV_secondary_T2_T4,300.0,0.3,0.3,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.05916,1.05373,92.68,1
743,0.24,0,173,173,240.0,0.7208333333333333,T7,Main_735-750,300.0,0.5766666666666667,0.5766666666666667,0.8,0.96367,21.8693,15.052,11.1097,18.708,SAFE,none,0.01192,1.00744,92.36,0
6231,0.24,0,134,134,0.0,134.0,T2,LV_secondary_T2_T4,300.0,0.44666666666666666,0.44666666666666666,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.12209,1.11666,92.64,1
751,0.48,12,222,234,0.0,234.0,T9,other,1500.0,0.156,0.148,0.0,0.9685,34.4789,23.8283,17.6385,29.6463,SAFE,none,0.01573,1.00813,92.29,0
6251,0.24,0,231,231,0.0,231.0,T2,LV_secondary_T2_T4,300.0,0.77,0.77,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.1397,1.13427,92.53,1
7481,0.24,15,27,42,0.0,42.0,T8,LV_secondary_T2_T4,150.0,0.28,0.18,0.0,0.95585,27.31,18.8387,13.9267,23.4276,SAFE,none,0.0027,1.00591,92.59,0
721,0.24,0,63,63,0.0,63.0,-,Main_720-734,5000.0,0.0126,0.0126,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.02251,1.01708,92.71,0
6331,0.24,0,90,90,0.0,90.0,T4,LV_secondary_T2_T4,150.0,0.6,0.6,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CAUTION,caution,0.04248,1.00623,92.48,1
721,0.24,0,209,209,0.0,209.0,-,Main_720-734,5000.0,0.0418,0.0418,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.07071,1.06528,92.52,1
743,0.24,0,93,93,240.0,0.3875,T7,Main_735-750,300.0,0.31,0.31,0.8,0.96367,21.8693,15.052,11.1097,18.708,SAFE,none,0.0065,1.00651,92.45,0
7122,0.24,11,128,139,0.0,139.0,T18,LV_secondary_T2_T4,300.0,0.4633333333333333,0.4266666666666667,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,CAUTION,caution,0.00548,1.00614,92.7,1
6321,0.24,0,233,233,0.0,233.0,T4,LV_secondary_T2_T4,150.0,1.5533333333333332,1.5533333333333332,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,CONSTRAINED,transformer_loading,0.01672,1.00755,136.91,1
770,0.24,0,73,73,450.0,0.1622222222222222,T15,Delta_766-772,1500.0,0.048666666666666664,0.048666666666666664,0.3,0.95059,44.5068,31.369,22.8385,38.8022,SAFE,none,0.00915,1.00654,92.45,0
620,0.24,15,178,193,0.0,193.0,T2,LV_secondary_T2_T4,300.0,0.6433333333333333,0.5933333333333334,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00558,1.00663,92.51,1
764,0.24,0,151,151,46.0,3.282608695652174,T14,Branch_752-765,150.0,1.0066666666666666,1.0066666666666666,0.30666666666666664,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.01881,1.00748,92.35,1
7643,0.24,3,49,52,0.0,52.0,T14,LV_secondary_T2_T4,150.0,0.3466666666666667,0.32666666666666666,0.0,0.9365,42.617,29.4074,21.7473,36.5751,SAFE,none,0.00627,1.00613,92.51,0
6222,0.24,0,205,205,0.0,205.0,T2,LV_secondary_T2_T4,300.0,0.6833333333333333,0.6833333333333333,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.12574,1.1203,92.55,1
716,0.48,7,50,57,15.85,3.5962145110410098,T24(HV),Branch_701-708,300.0,0.19,0.16666666666666666,0.05283333333333333,0.97763,0.9144,0.4676,0.2627,0.5363,CONSTRAINED,transformer_loading,0.02752,1.00919,140.74,0
6262,0.24,0,207,207,0.0,207.0,T2,LV_secondary_T2_T4,300.0,0.69,0.69,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.17847,1.17304,92.57,1
770,0.24,0,39,39,450.0,0.08666666666666667,T15,Delta_766-772,1500.0,0.026,0.026,0.3,0.95059,44.5068,31.369,22.8385,38.8022,SAFE,none,0.00493,1.006,92.57,0
6201,0.24,10,130,140,0.0,140.0,T2,LV_secondary_T2_T4,300.0,0.4666666666666667,0.43333333333333335,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00411,1.0063,92.59,1
7121,0.24,9,91,100,0.0,100.0,T18,LV_secondary_T2_T4,300.0,0.3333333333333333,0.30333333333333334,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,CAUTION,caution,0.00393,1.00593,92.73,1
633,0.24,7,94,101,0.0,101.0,T4,LV_secondary_T2_T4,150.0,0.6733333333333333,0.6266666666666667,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CAUTION,caution,0.04394,1.00633,92.47,1
764,0.24,0,125,125,46.0,2.717391304347826,T14,Branch_752-765,150.0,0.8333333333333334,0.8333333333333334,0.30666666666666664,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.01568,1.00714,92.39,1
6202,0.24,8,107,115,0.0,115.0,T2,LV_secondary_T2_T4,300.0,0.38333333333333336,0.3566666666666667,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.0034,1.00613,92.63,1
6231,0.24,8,76,84,0.0,84.0,T2,LV_secondary_T2_T4,300.0,0.28,0.25333333333333335,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.07168,1.07446,92.69,1
6261,0.24,8,208,216,0.0,216.0,T2,LV_secondary_T2_T4,300.0,0.72,0.6933333333333334,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.17685,1.17963,92.57,1
6212,0.24,0,115,115,0.0,115.0,T2,LV_secondary_T2_T4,300.0,0.38333333333333336,0.38333333333333336,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CAUTION,caution,0.04027,1.03484,92.64,1
633,0.24,0,116,116,0.0,116.0,T4,LV_secondary_T2_T4,150.0,0.7733333333333333,0.7733333333333333,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.05402,1.00645,92.45,1
6262,0.24,0,195,195,0.0,195.0,T2,LV_secondary_T2_T4,300.0,0.65,0.65,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.16957,1.16414,92.58,1
721,0.24,0,10,10,0.0,10.0,-,Main_720-734,5000.0,0.002,0.002,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.00365,1.00543,92.79,0
7642,0.24,0,71,71,0.0,71.0,T14,LV_secondary_T2_T4,150.0,0.47333333333333333,0.47333333333333333,0.0,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.00905,1.0064,92.46,1
710,0.208,0,245,245,80.0,3.0625,T17,Branch_701-708,300.0,0.8166666666666667,0.8166666666666667,0.26666666666666666,0.95736,7.0104,4.008,2.9713,4.9893,CAUTION,caution,0.00947,1.00668,92.63,1
6211,0.24,0,59,59,0.0,59.0,T2,LV_secondary_T2_T4,300.0,0.19666666666666666,0.19666666666666666,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.02112,1.01569,92.71,0
740,0.24,9,120,129,75.0,1.72,T5,Main_735-750,150.0,0.86,0.8,0.5,0.98202,23.0885,14.9212,11.4648,18.8171,CAUTION,caution,0.01004,1.00676,92.42,1
732,0.24,11,134,145,25.4,5.708661417322835,T4,Main_720-734,150.0,0.9666666666666667,0.8933333333333333,0.16933333333333334,0.92105,16.9926,11.6578,8.5847,14.4776,CAUTION,caution,0.00979,1.00678,92.42,1
6242,0.24,0,236,236,0.0,236.0,T2,LV_secondary_T2_T4,300.0,0.7866666666666666,0.7866666666666666,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.07911,1.07368,92.49,1
6321,0.24,0,208,208,0.0,208.0,T4,LV_secondary_T2_T4,150.0,1.3866666666666667,1.3866666666666667,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,CONSTRAINED,transformer_loading,0.01501,1.00734,119.48,1
728,0.24,11,62,73,38.0,1.9210526315789473,T3,Main_720-734,75.0,0.9733333333333334,0.8266666666666667,0.5066666666666667,0.93706,11.5824,7.8923,5.7834,9.7845,CAUTION,caution,0.01195,1.00598,92.61,1
7693,0.24,12,128,140,0.0,140.0,T22,LV_secondary_T2_T4,150.0,0.9333333333333333,0.8533333333333334,0.0,0.95405,44.5068,31.369,22.8385,38.8022,CAUTION,caution,0.01935,1.00748,92.36,1
7121,0.24,0,145,145,0.0,145.0,T18,LV_secondary_T2_T4,300.0,0.48333333333333334,0.48333333333333334,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,CAUTION,caution,0.00622,1.00617,92.69,1
7122,0.24,3,27,30,0.0,30.0,T18,LV_secondary_T2_T4,300.0,0.1,0.09,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,SAFE,none,0.00118,1.00554,92.78,0
710,0.208,0,142,142,80.0,1.775,T17,Branch_701-708,300.0,0.47333333333333333,0.47333333333333333,0.26666666666666666,0.95736,7.0104,4.008,2.9713,4.9893,CAUTION,caution,0.00559,1.00616,92.7,1
721,0.24,0,221,221,0.0,221.0,-,Main_720-734,5000.0,0.0442,0.0442,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.07446,1.06903,92.51,1
6252,0.24,7,193,200,0.0,200.0,T2,LV_secondary_T2_T4,300.0,0.6666666666666666,0.6433333333333333,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.11813,1.11758,92.56,1
724,0.24,13,24,37,0.0,37.0,-,Main_720-734,5000.0,0.0074,0.0048,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.00862,1.00793,92.75,0
748,0.24,0,193,193,76.88,2.5104058272632677,T8,Main_735-750,150.0,1.2866666666666666,1.2866666666666666,0.5125333333333333,0.95585,27.31,18.8387,13.9267,23.4276,CAUTION,caution,0.01867,1.00771,92.33,1
708,0.24,0,234,234,75.0,3.12,T16,Branch_701-708,300.0,0.78,0.78,0.25,0.95801,6.2484,3.6185,2.8328,4.5954,CAUTION,caution,0.00845,1.00663,92.63,1
730,0.24,0,142,142,85.0,1.6705882352941177,T23,Main_720-734,300.0,0.47333333333333333,0.47333333333333333,0.2833333333333333,0.94696,11.8872,7.965,5.8252,9.8678,CAUTION,caution,0.00589,1.00656,92.44,1
715,0.208,0,177,177,0.0,177.0,-,Branch_701-708,5000.0,0.0354,0.0354,0.0,0.99083,0.9144,0.4676,0.2627,0.5363,SAFE,none,0.00419,1.0064,92.66,0
726,0.24,0,45,45,0.0,45.0,-,Main_720-734,5000.0,0.009,0.009,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CAUTION,caution,0.04442,1.03899,92.74,0
622,0.24,0,80,80,0.0,80.0,T2,LV_secondary_T2_T4,300.0,0.26666666666666666,0.26666666666666666,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage_rise,0.05294,1.04751,92.69,1
726,0.24,0,50,50,0.0,50.0,-,Main_720-734,5000.0,0.01,0.01,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CAUTION,caution,0.04911,1.04368,92.73,0
621,0.24,0,121,121,0.0,121.0,T2,LV_secondary_T2_T4,300.0,0.4033333333333333,0.4033333333333333,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CAUTION,caution,0.04227,1.03684,92.63,1
769,0.24,0,117,117,41.0,2.8536585365853657,T22,Delta_766-772,150.0,0.78,0.78,0.2733333333333333,0.95405,44.5068,31.369,22.8385,38.8022,CAUTION,caution,0.01789,1.00716,92.39,1
730,0.24,0,22,22,85.0,0.25882352941176473,T23,Main_720-734,300.0,0.07333333333333333,0.07333333333333333,0.2833333333333333,0.94696,11.8872,7.965,5.8252,9.8678,SAFE,none,0.00093,1.00556,92.74,0
734,0.24,0,128,128,15.85,8.07570977917981,-,Main_720-734,5000.0,0.0256,0.0256,0.00317,0.90591,17.084,11.7015,8.5933,14.5179,CONSTRAINED,voltage_rise,0.10579,1.01172,92.45,1
764,0.24,0,90,90,46.0,1.9565217391304348,T14,Branch_752-765,150.0,0.6,0.6,0.30666666666666664,0.9365,42.617,29.4074,21.7473,36.5751,CAUTION,caution,0.0114,1.00666,92.44,1
620,0.24,0,40,40,0.0,40.0,T2,LV_secondary_T2_T4,300.0,0.13333333333333333,0.13333333333333333,0.0,0.99456,7.0957,4.1795,2.816,5.0396,SAFE,none,0.00129,1.00564,92.74,0
722,0.24,0,76,76,0.0,76.0,-,Main_720-734,5000.0,0.0152,0.0152,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage_rise,0.05043,1.045,92.7,0
6261,0.24,0,179,179,0.0,179.0,T2,LV_secondary_T2_T4,300.0,0.5966666666666667,0.5966666666666667,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.15749,1.15206,92.6,1
7121,0.24,0,169,169,0.0,169.0,T18,LV_secondary_T2_T4,300.0,0.5633333333333334,0.5633333333333334,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,CAUTION,caution,0.00722,1.0063,92.68,1
6221,0.24,0,85,85,0.0,85.0,T2,LV_secondary_T2_T4,300.0,0.2833333333333333,0.2833333333333333,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.05606,1.05063,92.68,1
6262,0.24,0,161,161,0.0,161.0,T2,LV_secondary_T2_T4,300.0,0.5366666666666666,0.5366666666666666,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.1436,1.13817,92.61,1
7392,0.24,0,241,241,0.0,241.0,T6,LV_secondary_T2_T4,150.0,1.6066666666666667,1.6066666666666667,0.0,0.98477,24.6125,15.6519,11.8507,19.6321,CONSTRAINED,transformer_loading,0.01973,1.00781,133.27,1
740,0.24,0,216,216,75.0,2.88,T5,Main_735-750,150.0,1.44,1.44,0.5,0.98202,23.0885,14.9212,11.4648,18.8171,CAUTION,caution,0.01776,1.00762,96.86,1
740,0.24,11,104,115,75.0,1.5333333333333334,T5,Main_735-750,150.0,0.7666666666666667,0.6933333333333334,0.5,0.98202,23.0885,14.9212,11.4648,18.8171,CAUTION,caution,0.00873,1.00662,92.44,1
6232,0.24,15,83,98,0.0,98.0,T2,LV_secondary_T2_T4,300.0,0.32666666666666666,0.27666666666666667,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.07677,1.08662,92.67,1
6202,0.24,0,186,186,0.0,186.0,T2,LV_secondary_T2_T4,300.0,0.62,0.62,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00585,1.00658,92.52,1
7122,0.24,0,215,215,0.0,215.0,T18,LV_secondary_T2_T4,300.0,0.7166666666666667,0.7166666666666667,0.0,0.95826,7.7724,4.5565,3.3703,5.6675,CAUTION,caution,0.0091,1.00653,92.65,1
772,0.208,10,203,213,100.0,2.13,T19,Delta_766-772,300.0,0.71,0.6766666666666666,0.3333333333333333,0.93424,43.184,29.887,22.1458,37.1977,CAUTION,caution,0.02124,1.00836,92.27,1
6211,0.24,11,53,64,0.0,64.0,T2,LV_secondary_T2_T4,300.0,0.21333333333333335,0.17666666666666667,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.01885,1.01743,92.71,0
733,0.24,0,150,150,0.0,150.0,-,Main_720-734,5000.0,0.03,0.03,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.06867,1.00673,92.43,1
721,0.24,14,211,225,0.0,225.0,-,Main_720-734,5000.0,0.045,0.0422,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.0706,1.07027,92.5,1
728,0.24,0,226,226,38.0,5.947368421052632,T3,Main_720-734,75.0,3.013333333333333,3.013333333333333,0.5066666666666667,0.93706,11.5824,7.8923,5.7834,9.7845,CONSTRAINED,transformer_loading,0.04121,1.00701,258.3,1
6241,0.24,11,207,218,0.0,218.0,T2,LV_secondary_T2_T4,300.0,0.7266666666666667,0.69,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.06951,1.0681,92.51,1
6262,0.24,15,137,152,0.0,152.0,T2,LV_secondary_T2_T4,300.0,0.5066666666666667,0.45666666666666667,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.12124,1.13109,92.62,1
743,0.24,0,54,54,240.0,0.225,T7,Main_735-750,300.0,0.18,0.18,0.8,0.96367,21.8693,15.052,11.1097,18.708,SAFE,none,0.0038,1.00603,92.5,0
772,0.208,5,211,216,100.0,2.16,T19,Delta_766-772,300.0,0.72,0.7033333333333334,0.3333333333333333,0.93424,43.184,29.887,22.1458,37.1977,CAUTION,caution,0.02209,1.0084,92.26,1
7483,0.24,14,112,126,0.0,126.0,T8,LV_secondary_T2_T4,150.0,0.84,0.7466666666666667,0.0,0.95585,27.31,18.8387,13.9267,23.4276,CAUTION,caution,0.01097,1.00694,92.41,1
6252,0.24,0,55,55,0.0,55.0,T2,LV_secondary_T2_T4,300.0,0.18333333333333332,0.18333333333333332,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CAUTION,caution,0.03703,1.0316,92.72,0
6321,0.24,0,81,81,0.0,81.0,T4,LV_secondary_T2_T4,150.0,0.54,0.54,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,CAUTION,caution,0.00603,1.00618,92.5,1
7391,0.24,0,241,241,0.0,241.0,T6,LV_secondary_T2_T4,150.0,1.6066666666666667,1.6066666666666667,0.0,0.98477,24.6125,15.6519,11.8507,19.6321,CONSTRAINED,transformer_loading,0.01973,1.00781,133.27,1
743,0.24,10,207,217,240.0,0.9041666666666667,T7,Main_735-750,300.0,0.7233333333333334,0.69,0.8,0.96367,21.8693,15.052,11.1097,18.708,SAFE,none,0.01412,1.00793,92.31,0
721,0.24,7,45,52,0.0,52.0,-,Main_720-734,5000.0,0.0104,0.009,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.01611,1.01324,92.72,0
6331,0.24,0,95,95,0.0,95.0,T4,LV_secondary_T2_T4,150.0,0.6333333333333333,0.6333333333333333,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CAUTION,caution,0.04472,1.00628,92.47,1
6211,0.24,0,203,203,0.0,203.0,T2,LV_secondary_T2_T4,300.0,0.6766666666666666,0.6766666666666666,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.06883,1.0634,92.53,1
6202,0.24,0,34,34,0.0,34.0,T2,LV_secondary_T2_T4,300.0,0.11333333333333333,0.11333333333333333,0.0,0.99456,7.0957,4.1795,2.816,5.0396,SAFE,none,0.00109,1.0056,92.75,0
751,0.48,0,15,15,0.0,15.0,T9,other,1500.0,0.01,0.01,0.0,0.9685,34.4789,23.8283,17.6385,29.6463,SAFE,none,0.0011,1.00555,92.73,0
6231,0.24,10,39,49,0.0,49.0,T2,LV_secondary_T2_T4,300.0,0.16333333333333333,0.13,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CAUTION,caution,0.03793,1.04275,92.73,0
7692,0.24,0,195,195,0.0,195.0,T22,LV_secondary_T2_T4,150.0,1.3,1.3,0.0,0.95405,44.5068,31.369,22.8385,38.8022,CONSTRAINED,transformer_loading,0.02909,1.00823,105.03,1
762,0.48,0,74,74,45.0,1.6444444444444444,T13,Branch_752-765,150.0,0.49333333333333335,0.49333333333333335,0.3,0.93629,42.0074,28.9831,21.4317,36.0463,CAUTION,caution,0.00937,1.00644,92.46,1
6241,0.24,0,168,168,0.0,168.0,T2,LV_secondary_T2_T4,300.0,0.56,0.56,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,CONSTRAINED,voltage,0.05768,1.05225,92.57,1
6321,0.24,0,179,179,0.0,179.0,T4,LV_secondary_T2_T4,150.0,1.1933333333333334,1.1933333333333334,0.0,0.92105,16.9926,11.6578,8.5847,14.4776,CAUTION,caution,0.01301,1.00708,99.24,1
7392,0.24,0,202,202,0.0,202.0,T6,LV_secondary_T2_T4,150.0,1.3466666666666667,1.3466666666666667,0.0,0.98477,24.6125,15.6519,11.8507,19.6321,CONSTRAINED,transformer_loading,0.01668,1.00745,107.87,1
6252,0.24,0,114,114,0.0,114.0,T2,LV_secondary_T2_T4,300.0,0.38,0.38,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.07379,1.06835,92.65,1
6202,0.24,0,202,202,0.0,202.0,T2,LV_secondary_T2_T4,300.0,0.6733333333333333,0.6733333333333333,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00634,1.00668,92.5,1
6252,0.24,0,186,186,0.0,186.0,T2,LV_secondary_T2_T4,300.0,0.62,0.62,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.1153,1.10987,92.57,1
6202,0.24,10,161,171,0.0,171.0,T2,LV_secondary_T2_T4,300.0,0.57,0.5366666666666666,0.0,0.99456,7.0957,4.1795,2.816,5.0396,CAUTION,caution,0.00507,1.00649,92.54,1
6252,0.24,8,12,20,0.0,20.0,T2,LV_secondary_T2_T4,300.0,0.06666666666666667,0.04,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,SAFE,none,0.00824,1.00838,92.77,0
748,0.24,0,105,105,76.88,1.3657648283038502,T8,Main_735-750,150.0,0.7,0.7,0.5125333333333333,0.95585,27.31,18.8387,13.9267,23.4276,CAUTION,caution,0.01038,1.00669,92.43,1
6221,0.24,0,178,178,0.0,178.0,T2,LV_secondary_T2_T4,300.0,0.5933333333333334,0.5933333333333334,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.11085,1.10542,92.58,1
623,0.24,0,50,50,0.0,50.0,T2,LV_secondary_T2_T4,300.0,0.16666666666666666,0.16666666666666666,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CAUTION,caution,0.04911,1.04368,92.73,0
740,0.24,10,44,54,75.0,0.72,T5,Main_735-750,150.0,0.36,0.29333333333333333,0.5,0.98202,23.0885,14.9212,11.4648,18.8171,SAFE,none,0.00375,1.00597,92.57,0
739,0.24,0,157,157,41.1,3.8199513381995134,T6,Main_735-750,150.0,1.0466666666666666,1.0466666666666666,0.274,0.98477,24.6125,15.6519,11.8507,19.6321,CAUTION,caution,0.0131,1.00702,92.4,1
725,0.24,0,85,85,0.0,85.0,-,Main_720-734,5000.0,0.017,0.017,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CONSTRAINED,voltage,0.05606,1.05063,92.68,1
723,0.24,0,240,240,0.0,240.0,-,Main_720-734,5000.0,0.048,0.048,0.0,0.99456,7.2329,4.237,2.8374,5.0993,CONSTRAINED,voltage,0.20229,1.19686,92.55,1
633,0.24,0,166,166,0.0,166.0,T4,LV_secondary_T2_T4,150.0,1.1066666666666667,1.1066666666666667,0.0,0.91348,17.0383,11.6797,8.589,14.4978,CONSTRAINED,voltage_rise,0.07541,1.00685,92.42,1
751,0.48,0,157,157,0.0,157.0,T9,other,1500.0,0.10466666666666667,0.10466666666666667,0.0,0.9685,34.4789,23.8283,17.6385,29.6463,SAFE,none,0.01126,1.00725,92.38,0
620,0.24,0,42,42,0.0,42.0,T2,LV_secondary_T2_T4,300.0,0.14,0.14,0.0,0.99456,7.0957,4.1795,2.816,5.0396,SAFE,none,0.00135,1.00565,92.74,0
6251,0.24,0,70,70,0.0,70.0,T2,LV_secondary_T2_T4,300.0,0.23333333333333334,0.23333333333333334,0.0,0.99456,7.1872,4.2178,2.8303,5.0794,CAUTION,caution,0.04664,1.04121,92.7,0
724,0.24,13,30,43,0.0,43.0,-,Main_720-734,5000.0,0.0086,0.006,0.0,0.99456,7.1414,4.1987,2.8231,5.0595,SAFE,none,0.01075,1.01006,92.74,0
