pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,label,constraint_type,delta_pv_bus_voltage_pu,pv_max_voltage_pu,pv_max_transformer_loading_pct,reverse_power_flow
6221,0.24,4,134,138,0.0,138.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.0852,1.08257,92.62,1
6222,0.24,0,191,191,0.0,191.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11807,1.11264,92.57,1
7392,0.24,0,217,217,0.0,217.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01786,1.00759,117.65,1
6262,0.24,10,20,30,0.0,30.0,T2,LV_secondary_T2_T4,SAFE,none,0.01983,1.02464,92.76,0
6241,0.24,11,20,31,0.0,31.0,T2,LV_secondary_T2_T4,SAFE,none,0.00721,1.00579,92.76,0
6252,0.24,0,216,216,0.0,216.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13169,1.12626,92.54,1
723,0.24,0,42,42,0.0,42.0,-,Main_720-734,CAUTION,caution,0.04159,1.03615,92.74,0
732,0.24,4,198,202,25.4,7.952755905511811,T4,Main_720-734,CONSTRAINED,transformer_loading,0.0143,1.00729,115.3,1
769,0.24,0,170,170,41.0,4.146341463414634,T22,Delta_766-772,CAUTION,caution,0.02556,1.0079,92.31,1
6211,0.24,0,208,208,0.0,208.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.0704,1.06497,92.52,1
6321,0.24,10,198,208,0.0,208.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01426,1.00734,119.48,1
714,0.208,0,191,191,240.0,0.7958333333333333,T24,Branch_701-708,SAFE,none,0.00452,1.00648,92.65,0
7483,0.24,0,132,132,0.0,132.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01296,1.00701,92.4,1
734,0.24,0,197,197,15.85,12.429022082018928,-,Main_720-734,CONSTRAINED,voltage,0.15469,1.06062,97.14,1
724,0.24,0,125,125,0.0,125.0,-,Main_720-734,CAUTION,caution,0.0436,1.03817,92.62,1
6261,0.24,9,79,88,0.0,88.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07417,1.07796,92.69,1
740,0.24,0,105,105,75.0,1.4,T5,Main_735-750,CAUTION,caution,0.00886,1.00651,92.45,1
625,0.24,0,122,122,0.0,122.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07857,1.07314,92.64,1
6252,0.24,7,193,200,0.0,200.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11813,1.11758,92.56,1
626,0.24,14,55,69,0.0,69.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05227,1.06111,92.71,0
712,0.24,0,108,108,65.0,1.6615384615384616,T18,Branch_701-708,CAUTION,caution,0.00466,1.00598,92.72,1
7693,0.24,0,176,176,0.0,176.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02641,1.00798,92.49,1
769,0.24,0,32,32,41.0,0.7804878048780488,T22,Delta_766-772,SAFE,none,0.00503,1.00588,92.61,0
732,0.24,0,224,224,25.4,8.818897637795276,T4,Main_720-734,CONSTRAINED,transformer_loading,0.01611,1.00747,130.64,1
708,0.24,0,164,164,75.0,2.1866666666666665,T16,Branch_701-708,CAUTION,caution,0.006,1.00628,92.68,1
7481,0.24,0,53,53,0.0,53.0,T8,LV_secondary_T2_T4,SAFE,none,0.00531,1.00605,92.53,0
6231,0.24,0,104,104,0.0,104.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09717,1.09174,92.67,1
7482,0.24,11,79,90,0.0,90.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.00782,1.00651,92.45,1
7481,0.24,0,250,250,0.0,250.0,T8,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02385,1.00833,121.9,1
710,0.208,0,102,102,80.0,1.275,T17,Branch_701-708,CAUTION,caution,0.00405,1.00595,92.73,1
623,0.24,10,137,147,0.0,147.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12231,1.12712,92.62,1
6211,0.24,12,157,169,0.0,169.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05362,1.05257,92.57,1
7391,0.24,0,122,122,0.0,122.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01026,1.00667,92.43,1
7122,0.24,0,248,248,0.0,248.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.01044,1.00668,92.63,1
772,0.208,0,9,9,100.0,0.09,T19,Delta_766-772,SAFE,none,0.00099,1.0055,92.75,0
621,0.24,0,174,174,0.0,174.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05961,1.05418,92.56,1
730,0.24,10,87,97,85.0,1.1411764705882352,T23,Main_720-734,CAUTION,caution,0.00363,1.00619,92.54,1
728,0.24,3,146,149,38.0,3.9210526315789473,T3,Main_720-734,CONSTRAINED,transformer_loading,0.02738,1.00654,156.9,1
724,0.24,0,242,242,0.0,242.0,-,Main_720-734,CONSTRAINED,voltage,0.08095,1.07552,92.49,1
6211,0.24,5,56,61,0.0,61.0,T2,LV_secondary_T2_T4,SAFE,none,0.01999,1.01639,92.71,0
772,0.208,10,191,201,100.0,2.01,T19,Delta_766-772,CAUTION,caution,0.02004,1.00821,92.28,1
772,0.208,0,246,246,100.0,2.46,T19,Delta_766-772,CAUTION,caution,0.02562,1.00879,92.23,1
7642,0.24,4,111,115,0.0,115.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.01395,1.00701,92.4,1
6232,0.24,0,18,18,0.0,18.0,T2,LV_secondary_T2_T4,SAFE,none,0.01828,1.01284,92.78,0
6232,0.24,0,217,217,0.0,217.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.18579,1.18036,92.57,1
7642,0.24,0,71,71,0.0,71.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.00905,1.0064,92.46,1
6261,0.24,0,194,194,0.0,194.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.16883,1.16339,92.58,1
626,0.24,0,89,89,0.0,89.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08427,1.07883,92.68,1
6321,0.24,0,205,205,0.0,205.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01481,1.00731,117.39,1
6202,0.24,0,120,120,0.0,120.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00381,1.00617,92.62,1
730,0.24,0,125,125,85.0,1.4705882352941178,T23,Main_720-734,CAUTION,caution,0.0052,1.00642,92.47,1
748,0.24,0,35,35,76.88,0.4552549427679501,T8,Main_735-750,SAFE,none,0.00352,1.00582,92.62,0
7121,0.24,0,179,179,0.0,179.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00763,1.00635,92.67,1
769,0.24,0,117,117,41.0,2.8536585365853657,T22,Delta_766-772,CAUTION,caution,0.01789,1.00716,92.39,1
623,0.24,0,177,177,0.0,177.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.15597,1.15053,92.6,1
6331,0.24,0,89,89,0.0,89.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.04203,1.00622,92.48,1
6202,0.24,0,148,148,0.0,148.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00468,1.00635,92.58,1
721,0.24,0,34,34,0.0,34.0,-,Main_720-734,SAFE,none,0.0123,1.00686,92.75,0
721,0.24,0,10,10,0.0,10.0,-,Main_720-734,SAFE,none,0.00365,1.00543,92.79,0
762,0.48,0,72,72,45.0,1.6,T13,Branch_752-765,CAUTION,caution,0.00912,1.00641,92.46,1
722,0.24,0,178,178,0.0,178.0,-,Main_720-734,CONSTRAINED,voltage,0.11085,1.10542,92.58,1
6251,0.24,0,59,59,0.0,59.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03961,1.03418,92.72,0
726,0.24,0,51,51,0.0,51.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.05004,1.04461,92.73,0
625,0.24,6,210,216,0.0,216.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1275,1.12626,92.54,1
723,0.24,0,53,53,0.0,53.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.0519,1.04647,92.73,0
770,0.24,0,100,100,450.0,0.2222222222222222,T15,Delta_766-772,SAFE,none,0.01246,1.00696,92.41,0
730,0.24,0,119,119,85.0,1.4,T23,Main_720-734,CAUTION,caution,0.00495,1.00638,92.48,1
724,0.24,0,155,155,0.0,155.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.05347,1.04804,92.59,1
7692,0.24,0,195,195,0.0,195.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02909,1.00823,105.03,1
632,0.24,0,236,236,0.0,236.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01692,1.00758,139.0,1
626,0.24,0,168,168,0.0,168.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.14904,1.14361,92.61,1
7643,0.24,0,91,91,0.0,91.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.01153,1.00668,92.43,1
6221,0.24,0,102,102,0.0,102.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06653,1.0611,92.66,1
730,0.24,0,142,142,85.0,1.6705882352941177,T23,Main_720-734,CAUTION,caution,0.00589,1.00656,92.44,1
622,0.24,13,215,228,0.0,228.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12908,1.13267,92.53,1
770,0.24,14,23,37,450.0,0.08222222222222222,T15,Delta_766-772,SAFE,none,0.0029,1.00597,92.58,0
6331,0.24,10,171,181,0.0,181.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.0767,1.00696,93.74,1
714,0.208,0,143,143,240.0,0.5958333333333333,T24,Branch_701-708,SAFE,none,0.00341,1.00621,92.69,0
762,0.48,4,202,206,45.0,4.5777777777777775,T13,Branch_752-765,CONSTRAINED,transformer_loading,0.02461,1.00818,113.28,1
7393,0.24,0,11,11,0.0,11.0,T6,LV_secondary_T2_T4,SAFE,none,0.00095,1.00549,92.76,0
733,0.24,0,144,144,0.0,144.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.06612,1.00668,92.43,1
725,0.24,0,182,182,0.0,182.0,-,Main_720-734,CONSTRAINED,voltage,0.11308,1.10765,92.58,1
764,0.24,0,82,82,46.0,1.7826086956521738,T14,Branch_752-765,CAUTION,caution,0.01041,1.00655,92.45,1
725,0.24,15,59,74,0.0,74.0,-,Main_720-734,CAUTION,caution,0.03877,1.04374,92.7,0
6221,0.24,4,68,72,0.0,72.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04511,1.04248,92.7,0
625,0.24,0,187,187,0.0,187.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11586,1.11043,92.57,1
622,0.24,0,90,90,0.0,90.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05916,1.05373,92.68,1
7641,0.24,5,182,187,0.0,187.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.02241,1.00795,99.47,1
6221,0.24,0,107,107,0.0,107.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06957,1.06413,92.66,1
6211,0.24,0,21,21,0.0,21.0,T2,LV_secondary_T2_T4,SAFE,none,0.00764,1.00551,92.77,0
6201,0.24,14,169,183,0.0,183.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00531,1.00657,92.53,1
716,0.48,0,143,143,15.85,9.022082018927446,T24(HV),Branch_701-708,CONSTRAINED,voltage,0.07425,1.05189,404.44,0
7693,0.24,5,18,23,0.0,23.0,T22,LV_secondary_T2_T4,SAFE,none,0.00283,1.00573,92.67,0
772,0.208,12,211,223,100.0,2.23,T19,Delta_766-772,CAUTION,caution,0.02202,1.00849,92.26,1
6212,0.24,13,184,197,0.0,197.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06219,1.0615,92.54,1
764,0.24,0,187,187,46.0,4.065217391304348,T14,Branch_752-765,CAUTION,caution,0.02306,1.00795,99.47,1
769,0.24,0,133,133,41.0,3.2439024390243905,T22,Delta_766-772,CAUTION,caution,0.02023,1.00738,92.36,1
739,0.24,0,227,227,41.1,5.523114355231144,T6,Main_735-750,CONSTRAINED,transformer_loading,0.01864,1.00768,124.16,1
708,0.24,0,54,54,75.0,0.72,T16,Branch_701-708,SAFE,none,0.00202,1.00568,92.76,0
6332,0.24,4,234,238,0.0,238.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.10262,1.0181,128.32,1
622,0.24,0,214,214,0.0,214.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13061,1.12518,92.55,1
712,0.24,12,168,180,65.0,2.769230769230769,T18,Branch_701-708,CAUTION,caution,0.00714,1.00635,92.67,1
620,0.24,0,225,225,0.0,225.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00703,1.00682,92.46,1
6321,0.24,0,208,208,0.0,208.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01501,1.00734,119.48,1
7691,0.24,0,16,16,0.0,16.0,T22,LV_secondary_T2_T4,SAFE,none,0.00253,1.00562,92.71,0
743,0.24,0,93,93,240.0,0.3875,T7,Main_735-750,SAFE,none,0.0065,1.00651,92.45,0
724,0.24,0,221,221,0.0,221.0,-,Main_720-734,CONSTRAINED,voltage,0.07446,1.06903,92.51,1
724,0.24,0,136,136,0.0,136.0,-,Main_720-734,CAUTION,caution,0.04725,1.04181,92.61,1
623,0.24,0,140,140,0.0,140.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12694,1.12151,92.63,1
6332,0.24,0,208,208,0.0,208.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.09266,1.00715,110.27,1
751,0.48,0,103,103,0.0,103.0,T9,other,SAFE,none,0.00744,1.00662,92.44,0
7392,0.24,15,102,117,0.0,117.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00856,1.00662,92.44,1
7641,0.24,10,30,40,0.0,40.0,T14,LV_secondary_T2_T4,SAFE,none,0.00385,1.00596,92.58,0
6202,0.24,0,162,162,0.0,162.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00511,1.00643,92.56,1
720,0.24,0,200,200,66.0,3.0303030303030303,T2,Main_720-734,CAUTION,caution,0.00628,1.00667,92.5,1
624,0.24,0,5,5,0.0,5.0,T2,LV_secondary_T2_T4,SAFE,none,0.00183,1.0054,92.8,0
625,0.24,0,184,184,0.0,184.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11419,1.10876,92.57,1
733,0.24,9,176,185,0.0,185.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.07884,1.00699,96.21,1
725,0.24,0,110,110,0.0,110.0,-,Main_720-734,CONSTRAINED,voltage,0.07138,1.06595,92.65,1
633,0.24,0,85,85,0.0,85.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.04023,1.00619,92.49,1
730,0.24,0,147,147,85.0,1.7294117647058824,T23,Main_720-734,CAUTION,caution,0.00609,1.0066,92.44,1
6332,0.24,0,129,129,0.0,129.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.05968,1.00656,92.44,1
6321,0.24,0,231,231,0.0,231.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01659,1.00753,135.52,1
770,0.24,0,249,249,450.0,0.5533333333333333,T15,Delta_766-772,CAUTION,caution,0.03004,1.00914,92.19,0
7391,0.24,0,241,241,0.0,241.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01973,1.00781,133.27,1
7691,0.24,0,202,202,0.0,202.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03007,1.00832,109.64,1
6241,0.24,0,196,196,0.0,196.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06662,1.06119,92.54,1
748,0.24,0,33,33,76.88,0.4292403746097815,T8,Main_735-750,SAFE,none,0.00332,1.00579,92.64,0
748,0.24,0,118,118,76.88,1.534859521331946,T8,Main_735-750,CAUTION,caution,0.01163,1.00685,92.42,1
710,0.208,0,71,71,80.0,0.8875,T17,Branch_701-708,SAFE,none,0.00283,1.00578,92.75,0
6241,0.24,11,249,260,0.0,260.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08243,1.08101,92.47,1
6252,0.24,0,114,114,0.0,114.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07379,1.06835,92.65,1
6212,0.24,0,241,241,0.0,241.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08064,1.07521,92.49,1
759,0.24,14,122,136,35.0,3.8857142857142857,T12,Branch_752-765,CAUTION,caution,0.01468,1.00726,92.38,1
739,0.24,0,201,201,41.1,4.890510948905109,T6,Main_735-750,CONSTRAINED,transformer_loading,0.0166,1.00744,107.22,1
7121,0.24,0,66,66,0.0,66.0,T18,LV_secondary_T2_T4,SAFE,none,0.00287,1.00575,92.75,0
6221,0.24,0,181,181,0.0,181.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11252,1.10709,92.58,1
6262,0.24,0,40,40,0.0,40.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03969,1.03425,92.74,0
722,0.24,0,105,105,0.0,105.0,-,Main_720-734,CONSTRAINED,voltage,0.06835,1.06292,92.66,1
720,0.24,0,68,68,66.0,1.0303030303030303,T2,Main_720-734,SAFE,none,0.00218,1.00583,92.7,0
6201,0.24,15,125,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00395,1.0063,92.59,1
7692,0.24,6,129,135,0.0,135.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01957,1.00741,92.36,1
733,0.24,0,50,50,0.0,50.0,-,Main_720-734,CAUTION,caution,0.02412,1.00587,92.62,1
7393,0.24,0,212,212,0.0,212.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01747,1.00754,114.39,1
7691,0.24,0,148,148,0.0,148.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02241,1.00759,92.34,1
720,0.24,15,40,55,66.0,0.8333333333333334,T2,Main_720-734,SAFE,none,0.00128,1.00574,92.72,0
772,0.208,0,151,151,100.0,1.51,T19,Delta_766-772,CAUTION,caution,0.01606,1.00754,92.35,1
7392,0.24,0,241,241,0.0,241.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01973,1.00781,133.27,1
762,0.48,0,74,74,45.0,1.6444444444444444,T13,Branch_752-765,CAUTION,caution,0.00937,1.00644,92.46,1
622,0.24,0,165,165,0.0,165.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.10353,1.0981,92.59,1
6201,0.24,0,146,146,0.0,146.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00462,1.00633,92.58,1
743,0.24,0,190,190,240.0,0.7916666666666666,T7,Main_735-750,SAFE,none,0.01305,1.00763,92.34,0
621,0.24,0,38,38,0.0,38.0,T2,LV_secondary_T2_T4,SAFE,none,0.01372,1.00829,92.75,0
6202,0.24,0,249,249,0.0,249.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00776,1.00697,92.43,1
6322,0.24,0,163,163,0.0,163.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.01189,1.00694,92.41,1
7122,0.24,0,196,196,0.0,196.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00833,1.00643,92.66,1
6331,0.24,5,32,37,0.0,37.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.01551,1.00574,92.66,1
721,0.24,0,129,129,0.0,129.0,-,Main_720-734,CAUTION,caution,0.04493,1.0395,92.62,1
728,0.24,0,182,182,38.0,4.7894736842105265,T3,Main_720-734,CONSTRAINED,transformer_loading,0.03375,1.00675,200.49,1
6242,0.24,0,246,246,0.0,246.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08218,1.07675,92.48,1
723,0.24,0,92,92,0.0,92.0,-,Main_720-734,CONSTRAINED,voltage,0.08687,1.08144,92.68,1
759,0.24,0,241,241,35.0,6.885714285714286,T12,Branch_752-765,CONSTRAINED,transformer_loading,0.0283,1.00856,142.86,1
6261,0.24,8,208,216,0.0,216.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.17685,1.17963,92.57,1
715,0.208,13,190,203,0.0,203.0,-,Branch_701-708,SAFE,none,0.00447,1.00655,92.65,0
6211,0.24,0,138,138,0.0,138.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0479,1.04247,92.61,1
722,0.24,0,161,161,0.0,161.0,-,Main_720-734,CONSTRAINED,voltage,0.10126,1.09583,92.6,1
721,0.24,0,126,126,0.0,126.0,-,Main_720-734,CAUTION,caution,0.04394,1.03851,92.62,1
728,0.24,7,97,104,38.0,2.736842105263158,T3,Main_720-734,CAUTION,caution,0.01849,1.00622,97.85,1
712,0.24,0,35,35,65.0,0.5384615384615384,T18,Branch_701-708,SAFE,none,0.00153,1.00557,92.78,0
751,0.48,10,157,167,0.0,167.0,T9,other,SAFE,none,0.01122,1.00737,92.37,0
769,0.24,12,153,165,41.0,4.024390243902439,T22,Delta_766-772,CAUTION,caution,0.02295,1.00783,92.32,1
751,0.48,15,149,164,0.0,164.0,T9,other,SAFE,none,0.01065,1.00733,92.37,0
6331,0.24,0,110,110,0.0,110.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.05138,1.0064,92.46,1
7121,0.24,0,173,173,0.0,173.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00738,1.00632,92.68,1
6332,0.24,0,77,77,0.0,77.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.0366,1.00612,92.52,1
769,0.24,0,226,226,41.0,5.512195121951219,T22,Delta_766-772,CONSTRAINED,transformer_loading,0.0334,1.00864,125.39,1
6321,0.24,14,200,214,0.0,214.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01437,1.00739,123.67,1
769,0.24,6,160,166,41.0,4.048780487804878,T22,Delta_766-772,CAUTION,caution,0.02404,1.00784,92.32,1
720,0.24,9,182,191,66.0,2.893939393939394,T2,Main_720-734,CAUTION,caution,0.00571,1.00661,92.51,1
726,0.24,0,45,45,0.0,45.0,-,Main_720-734,CAUTION,caution,0.04442,1.03899,92.74,0
759,0.24,4,92,96,35.0,2.742857142857143,T12,Branch_752-765,CAUTION,caution,0.01122,1.00673,92.43,1
6322,0.24,0,40,40,0.0,40.0,T4,LV_secondary_T2_T4,SAFE,none,0.00301,1.00577,92.65,0
632,0.24,0,194,194,0.0,194.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01405,1.00722,109.71,1
708,0.24,0,225,225,75.0,3.0,T16,Branch_701-708,CAUTION,caution,0.00814,1.00658,92.64,1
6331,0.24,5,92,97,0.0,97.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.04314,1.00629,92.47,1
769,0.24,0,124,124,41.0,3.024390243902439,T22,Delta_766-772,CAUTION,caution,0.01892,1.00726,92.38,1
772,0.208,0,242,242,100.0,2.42,T19,Delta_766-772,CAUTION,caution,0.02522,1.00874,92.23,1
620,0.24,0,17,17,0.0,17.0,T2,LV_secondary_T2_T4,SAFE,none,0.00055,1.00548,92.78,0
751,0.48,0,92,92,0.0,92.0,T9,other,SAFE,none,0.00665,1.00649,92.45,0
7481,0.24,0,245,245,0.0,245.0,T8,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.0234,1.00828,118.68,1
6221,0.24,12,156,168,0.0,168.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09689,1.0998,92.59,1
7692,0.24,4,242,246,0.0,246.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.0355,1.00889,138.46,1
625,0.24,0,158,158,0.0,158.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09955,1.09412,92.6,1
6242,0.24,0,188,188,0.0,188.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06408,1.05865,92.55,1
6232,0.24,15,225,240,0.0,240.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.18701,1.19686,92.55,1
720,0.24,7,134,141,66.0,2.1363636363636362,T2,Main_720-734,CAUTION,caution,0.00424,1.0063,92.59,1
722,0.24,14,190,204,0.0,204.0,-,Main_720-734,CONSTRAINED,voltage,0.11548,1.11976,92.55,1
6251,0.24,9,142,151,0.0,151.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08926,1.0901,92.61,1
7393,0.24,0,9,9,0.0,9.0,T6,LV_secondary_T2_T4,SAFE,none,0.00078,1.00547,92.77,0
759,0.24,0,54,54,35.0,1.542857142857143,T12,Branch_752-765,CAUTION,caution,0.00667,1.00615,92.51,1
7693,0.24,9,157,166,0.0,166.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02357,1.00784,92.32,1
743,0.24,10,207,217,240.0,0.9041666666666667,T7,Main_735-750,SAFE,none,0.01412,1.00793,92.31,0
748,0.24,0,105,105,76.88,1.3657648283038502,T8,Main_735-750,CAUTION,caution,0.01038,1.00669,92.43,1
7393,0.24,0,102,102,0.0,102.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00862,1.00646,92.45,1
6232,0.24,0,248,248,0.0,248.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.20793,1.2025,92.55,1
728,0.24,15,23,38,38.0,1.0,T3,Main_720-734,SAFE,none,0.00449,1.0057,92.7,0
722,0.24,0,79,79,0.0,79.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.05232,1.04688,92.69,0
6231,0.24,0,161,161,0.0,161.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1436,1.13817,92.61,1
725,0.24,11,185,196,0.0,196.0,-,Main_720-734,CONSTRAINED,voltage,0.11317,1.11539,92.56,1
764,0.24,0,90,90,46.0,1.9565217391304348,T14,Branch_752-765,CAUTION,caution,0.0114,1.00666,92.44,1
759,0.24,0,73,73,35.0,2.085714285714286,T12,Branch_752-765,CAUTION,caution,0.00897,1.00641,92.46,1
626,0.24,0,113,113,0.0,113.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.10477,1.09934,92.66,1
7642,0.24,0,7,7,0.0,7.0,T14,LV_secondary_T2_T4,SAFE,none,0.00091,1.00547,92.76,0
734,0.24,0,207,207,15.85,13.05993690851735,-,Main_720-734,CONSTRAINED,voltage,0.16143,1.06736,102.62,1
743,0.24,0,42,42,240.0,0.175,T7,Main_735-750,SAFE,none,0.00296,1.00589,92.51,0
724,0.24,0,164,164,0.0,164.0,-,Main_720-734,CONSTRAINED,voltage,0.05639,1.05096,92.58,1
7121,0.24,9,91,100,0.0,100.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00393,1.00593,92.73,1
751,0.48,0,185,185,0.0,185.0,T9,other,SAFE,none,0.01321,1.00757,92.34,0
730,0.24,0,206,206,85.0,2.4235294117647057,T23,Main_720-734,CAUTION,caution,0.00846,1.00707,92.39,1
751,0.48,0,95,95,0.0,95.0,T9,other,SAFE,none,0.00687,1.00652,92.45,0
6331,0.24,0,38,38,0.0,38.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.01846,1.00575,92.66,1
7482,0.24,0,130,130,0.0,130.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01277,1.00699,92.4,1
724,0.24,0,97,97,0.0,97.0,-,Main_720-734,CAUTION,caution,0.0342,1.02877,92.66,1
770,0.24,0,217,217,450.0,0.4822222222222222,T15,Delta_766-772,SAFE,none,0.02635,1.00869,92.24,0
769,0.24,0,203,203,41.0,4.951219512195122,T22,Delta_766-772,CONSTRAINED,transformer_loading,0.03021,1.00834,110.3,1
